num_agents,edge_density,graph_type,dsan_temperature,num_actions,num_iterations,cost_range,y
10,0.25,erdos_renyi,1.0,5,500,4,1.3903133903133902
100,0.1,erdos_renyi,2.0,5,100,501,203.2885822741499
50,0.75,barabasi_albert,2.0,8,50,51,17.53240740740741
100,0.99,erdos_renyi,10.0,10,100,501,240.31134690055987
25,0.25,erdos_renyi,5.0,8,500,501,180.86905218550785
100,0.9,barabasi_albert,2.0,6,100,101,37.22537878787879
25,0.9,erdos_renyi,0.75,3,1000,4,1.7804180261975695
75,0.9,complete,10.0,2,100,501,236.2659191029235
100,0.75,complete,0.75,6,200,51,23.73679956896552
50,0.25,erdos_renyi,5.0,9,100,501,220.26486833442559
75,0.5,barabasi_albert,10.0,4,50,4,1.8767123287671232
100,0.75,complete,0.75,8,100,51,24.14718031609196
50,0.99,complete,0.75,10,500,51,23.598459845984596
25,0.99,barabasi_albert,5.0,7,1000,4,1.7481481481481482
75,0.99,barabasi_albert,0.75,7,200,501,172.31712962962965
100,0.25,complete,2.0,3,500,11,4.884936674750741
75,0.99,erdos_renyi,1.0,8,500,11,5.169639580696108
25,0.9,erdos_renyi,0.75,6,500,4,1.7816401265050212
100,0.9,barabasi_albert,10.0,7,200,101,39.09280303030303
90,0.75,erdos_renyi,0.75,7,500,4,1.8973471094493053
10,0.99,complete,10.0,6,50,11,4.621212121212122
25,0.99,erdos_renyi,10.0,4,1000,501,207.7073130177157
25,0.1,barabasi_albert,1.0,10,500,101,20.583333333333332
50,0.9,complete,2.0,6,100,4,1.9022988505747127
50,0.25,erdos_renyi,0.75,9,100,101,43.30729934376577
10,0.25,erdos_renyi,1.0,7,50,11,3.21025641025641
25,0.9,barabasi_albert,0.75,10,100,51,18.29268292682927
50,0.99,barabasi_albert,2.0,6,1000,501,167.93333333333334
25,0.5,erdos_renyi,5.0,7,100,11,4.765291196994095
90,0.9,erdos_renyi,10.0,10,1000,4,1.966452369086648
90,0.5,erdos_renyi,10.0,2,1000,51,23.488136593481116
25,0.75,complete,1.0,8,200,11,4.860740740740741
75,0.99,complete,10.0,4,50,101,46.58827812158719
50,0.9,complete,5.0,6,1000,101,45.351179673321234
75,0.99,complete,5.0,7,1000,11,5.196335396189784
100,0.9,erdos_renyi,0.75,4,1000,51,23.633012048033823
50,0.9,erdos_renyi,1.0,8,1000,101,46.37649996947736
10,0.75,barabasi_albert,0.75,4,100,101,30.777777777777782
100,0.5,barabasi_albert,5.0,2,100,501,182.68367346938774
75,0.25,erdos_renyi,0.75,6,500,4,1.7910073193730522
50,0.9,complete,0.75,7,200,11,5.0659407138536
25,0.75,complete,0.75,6,200,11,4.558518518518518
50,0.1,erdos_renyi,10.0,9,200,51,20.283448192361053
25,0.75,barabasi_albert,1.0,4,100,11,3.980392156862745
25,0.75,barabasi_albert,2.0,4,50,11,4.1568627450980395
75,0.1,erdos_renyi,1.0,7,200,51,20.4471355416235
50,0.5,erdos_renyi,5.0,8,500,4,1.90763835030936
90,0.5,complete,10.0,2,1000,4,1.9457209457209457
100,0.99,barabasi_albert,10.0,3,50,501,189.91580756013744
10,0.1,complete,0.75,8,1000,51,7.833333333333333
100,0.75,complete,2.0,3,500,4,1.9044540229885056
10,0.1,complete,0.75,5,100,4,1.0833333333333333
10,0.5,erdos_renyi,10.0,6,100,11,4.250398724082935
75,0.1,erdos_renyi,10.0,3,500,11,4.9155928391794115
75,0.75,complete,2.0,7,50,101,47.14912702226494
75,0.1,complete,2.0,5,1000,4,1.8050541516245489
100,0.1,complete,5.0,10,1000,501,216.5151515151515
90,0.99,erdos_renyi,5.0,10,100,4,1.9597354475195534
10,0.5,complete,0.75,4,500,51,18.78787878787879
50,0.9,complete,1.0,5,1000,51,22.82365396249244
90,0.1,erdos_renyi,10.0,3,1000,501,197.86740223402626
25,0.9,erdos_renyi,10.0,6,50,11,5.123451735414477
10,0.9,complete,10.0,5,500,101,34.74166666666667
25,0.75,complete,2.0,4,200,11,4.62962962962963
25,0.75,barabasi_albert,0.75,4,500,51,17.51960784313725
75,0.1,erdos_renyi,0.75,3,1000,101,39.161387824606216
25,0.75,barabasi_albert,5.0,8,1000,4,1.7549019607843137
100,0.1,complete,1.0,5,500,4,1.7535353535353535
10,0.75,barabasi_albert,10.0,5,1000,11,3.8888888888888893
75,0.1,erdos_renyi,2.0,9,100,4,1.8557888617075895
50,0.9,barabasi_albert,1.0,3,50,501,177.29457364341087
10,0.9,barabasi_albert,2.0,7,500,11,3.404761904761905
100,0.75,complete,1.0,7,500,11,5.1920797413793105
100,0.9,complete,0.75,10,50,51,24.44332210998878
25,0.1,erdos_renyi,2.0,4,100,101,31.16417624521073
90,0.99,barabasi_albert,10.0,6,1000,51,20.189655172413794
100,0.25,barabasi_albert,1.0,2,1000,4,1.5850340136054422
50,0.1,barabasi_albert,2.0,6,100,4,1.6296296296296298
25,0.75,complete,1.0,4,500,4,1.7525925925925927
50,0.75,erdos_renyi,2.0,9,50,501,229.20229813498415
10,0.25,erdos_renyi,2.0,2,50,11,4.057051282051282
50,0.25,erdos_renyi,1.0,7,100,101,42.32878859449479
100,0.9,erdos_renyi,10.0,10,200,11,5.322873806696474
75,0.25,barabasi_albert,5.0,5,200,501,141.10185185185185
50,0.75,complete,2.0,10,200,501,232.7864923747277
90,0.5,barabasi_albert,2.0,8,500,4,1.761363636363636
75,0.5,complete,0.75,6,50,501,227.57822638788753
25,0.99,complete,10.0,7,50,51,22.530864197530864
25,0.25,complete,0.75,8,1000,51,18.75111111111111
50,0.75,complete,2.0,9,50,51,23.494916485112565
90,0.75,erdos_renyi,1.0,10,200,501,237.5668893986858
10,0.5,barabasi_albert,0.75,5,50,101,29.875
100,0.5,barabasi_albert,0.75,8,50,101,34.724489795918366
90,0.1,erdos_renyi,10.0,7,500,501,201.94551218318801
90,0.75,barabasi_albert,1.0,3,50,501,186.25
10,0.99,barabasi_albert,2.0,8,500,11,3.711111111111111
90,0.75,complete,10.0,10,200,51,24.234876234876236
90,0.5,erdos_renyi,0.75,9,500,4,1.9045031139074382
75,0.5,barabasi_albert,10.0,7,50,101,35.3972602739726
25,0.9,erdos_renyi,0.75,7,500,4,1.7977187332259799
10,0.9,erdos_renyi,2.0,8,200,101,35.12139023766931
50,0.25,erdos_renyi,1.0,10,200,4,1.8153933463031002
75,0.5,barabasi_albert,0.75,4,1000,501,157.2420091324201
90,0.75,barabasi_albert,1.0,10,1000,4,1.7803030303030303
50,0.99,complete,1.0,3,50,51,23.391364136413642
25,0.75,complete,10.0,7,1000,11,4.945185185185185
100,0.25,complete,10.0,9,1000,4,1.9390999730530856
50,0.1,erdos_renyi,2.0,10,500,501,188.97045863588406
75,0.5,erdos_renyi,1.0,9,50,11,5.126986713461257
90,0.25,complete,5.0,5,50,101,44.348984348984345
50,0.25,complete,5.0,10,500,51,21.901960784313726
50,0.9,erdos_renyi,2.0,3,50,11,4.9705096005992155
10,0.9,barabasi_albert,10.0,4,500,11,4.023809523809525
100,0.5,barabasi_albert,10.0,10,50,4,1.8741496598639458
100,0.5,erdos_renyi,0.75,10,1000,11,5.182684669853058
25,0.99,erdos_renyi,5.0,6,100,501,212.44371293129805
90,0.99,barabasi_albert,0.75,8,200,101,38.02681992337165
100,0.5,complete,0.75,5,50,51,23.247542087542087
10,0.5,erdos_renyi,0.75,10,200,51,14.53925120772947
10,0.5,barabasi_albert,2.0,2,50,501,221.70833333333334
25,0.99,complete,1.0,10,500,501,218.6509539842873
50,0.1,complete,0.75,7,1000,11,4.185792349726776
90,0.5,erdos_renyi,2.0,5,50,51,23.14256158224885
50,0.1,barabasi_albert,5.0,2,1000,101,32.92592592592593
50,0.75,erdos_renyi,10.0,2,100,4,1.92290652237733
100,0.25,complete,2.0,7,200,11,4.995957962813258
25,0.9,barabasi_albert,2.0,9,100,4,1.7317073170731707
90,0.99,barabasi_albert,2.0,3,500,501,187.27394636015325
10,0.5,barabasi_albert,10.0,3,50,501,164.16666666666666
75,0.25,barabasi_albert,5.0,8,1000,51,15.462962962962962
100,0.9,complete,2.0,4,50,51,23.8006734006734
90,0.1,barabasi_albert,5.0,7,1000,4,1.588235294117647
100,0.75,barabasi_albert,0.75,4,500,51,17.655328798185945
75,0.25,barabasi_albert,1.0,3,1000,4,1.5925925925925928
90,0.5,erdos_renyi,1.0,5,1000,4,1.8668802759531367
50,0.75,barabasi_albert,0.75,8,50,51,19.347222222222225
25,0.99,erdos_renyi,2.0,4,50,4,1.8402545191078918
50,0.99,barabasi_albert,1.0,6,50,501,170.26666666666668
90,0.25,erdos_renyi,1.0,4,1000,4,1.8160837312897364
10,0.1,erdos_renyi,10.0,5,50,4,1.5714285714285714
100,0.99,complete,10.0,5,1000,51,23.843129251700685
90,0.1,complete,5.0,5,1000,51,20.390833333333333
50,0.5,barabasi_albert,10.0,10,500,501,161.20833333333334
75,0.9,complete,5.0,7,1000,501,233.10412494993992
25,0.5,barabasi_albert,10.0,8,1000,101,29.91304347826087
100,0.75,complete,0.75,8,200,4,1.9246587643678161
75,0.9,complete,0.75,5,500,101,46.33026298224536
100,0.9,barabasi_albert,5.0,10,100,501,205.69318181818184
50,0.1,barabasi_albert,0.75,5,100,11,3.1481481481481484
10,0.25,barabasi_albert,2.0,2,200,51,14.666666666666666
100,0.75,barabasi_albert,1.0,8,100,501,176.44897959183675
100,0.5,barabasi_albert,5.0,3,1000,51,17.61904761904762
90,0.75,complete,5.0,9,500,4,1.9488289488289487
75,0.75,barabasi_albert,0.75,3,50,51,17.792048929663608
100,0.5,complete,1.0,7,100,11,5.076094276094277
75,0.5,barabasi_albert,5.0,7,50,501,168.77625570776254
90,0.5,erdos_renyi,2.0,10,50,11,5.235696306970183
90,0.9,complete,10.0,4,1000,501,231.44339622641508
75,0.5,erdos_renyi,1.0,8,200,11,5.0891442632456325
90,0.1,complete,1.0,2,1000,51,21.358333333333334
25,0.25,barabasi_albert,10.0,3,100,501,128.87878787878788
25,0.75,barabasi_albert,2.0,4,100,11,3.6862745098039214
90,0.9,barabasi_albert,0.75,7,50,51,19.22151898734177
25,0.99,barabasi_albert,5.0,9,50,51,20.22962962962963
10,0.25,erdos_renyi,10.0,10,200,11,4.1295371295371295
100,0.9,erdos_renyi,10.0,4,500,11,5.209749875149438
10,0.1,complete,2.0,10,500,4,1.3333333333333333
25,0.25,complete,1.0,10,1000,101,36.76444444444444
10,0.1,erdos_renyi,5.0,5,500,51,6.677777777777777
50,0.1,barabasi_albert,5.0,10,200,501,104.96296296296295
25,0.25,barabasi_albert,10.0,9,1000,101,25.818181818181824
100,0.99,erdos_renyi,10.0,6,200,101,47.29210735772449
90,0.25,barabasi_albert,1.0,9,500,501,144.81818181818178
75,0.1,complete,2.0,10,500,4,1.868832731648616
90,0.1,complete,0.75,6,200,4,1.7725
90,0.99,erdos_renyi,5.0,7,200,51,24.073912643708848
75,0.5,erdos_renyi,2.0,3,50,51,22.869272546680566
50,0.5,erdos_renyi,2.0,7,500,51,22.03067667916349
100,0.5,barabasi_albert,10.0,5,200,501,153.3877551020408
75,0.99,barabasi_albert,10.0,3,200,11,4.837962962962963
25,0.1,barabasi_albert,10.0,9,50,4,1.5
50,0.9,barabasi_albert,0.75,4,1000,4,1.678294573643411
100,0.99,erdos_renyi,1.0,6,500,501,234.42668203481125
75,0.5,barabasi_albert,0.75,8,200,4,1.726027397260274
90,0.25,complete,0.75,5,50,51,22.403929403929407
75,0.1,complete,5.0,10,100,11,4.992779783393503
50,0.75,erdos_renyi,0.75,6,200,501,225.5116892328383
10,0.1,erdos_renyi,5.0,10,500,11,2.8611111111111107
10,0.1,erdos_renyi,2.0,8,1000,11,2.171957671957672
10,0.75,barabasi_albert,0.75,4,1000,501,157.94444444444446
75,0.9,erdos_renyi,10.0,7,1000,4,1.9554140580707695
100,0.25,erdos_renyi,1.0,2,100,11,5.041550482655093
100,0.25,barabasi_albert,0.75,6,100,51,15.408163265306124
75,0.25,barabasi_albert,2.0,6,50,4,1.7407407407407407
50,0.99,barabasi_albert,1.0,8,1000,501,173.03157894736842
100,0.25,barabasi_albert,0.75,2,200,51,19.51020408163265
100,0.99,complete,2.0,10,50,101,48.62020408163266
75,0.1,barabasi_albert,1.0,3,1000,11,3.0952380952380953
75,0.75,complete,0.75,10,500,501,233.75236264616373
50,0.9,erdos_renyi,5.0,9,200,101,46.637770701345936
100,0.99,erdos_renyi,2.0,4,1000,501,232.84168969982588
90,0.99,barabasi_albert,0.75,7,500,101,37.4176245210728
10,0.75,erdos_renyi,5.0,6,1000,11,4.3381095381095385
50,0.75,complete,0.75,6,500,4,1.8554829339143064
10,0.9,complete,0.75,2,1000,51,21.608333333333334
10,0.25,complete,2.0,3,1000,11,3.1818181818181817
90,0.9,barabasi_albert,10.0,6,50,51,20.4789029535865
90,0.75,barabasi_albert,10.0,3,100,501,183.5151515151515
90,0.5,erdos_renyi,10.0,3,200,4,1.940515004675967
90,0.25,complete,10.0,3,50,11,5.057609057609057
50,0.5,barabasi_albert,0.75,3,100,501,173.95833333333334
75,0.5,erdos_renyi,5.0,3,200,11,5.08710187670931
25,0.1,erdos_renyi,5.0,6,500,51,15.541762452107278
10,0.25,erdos_renyi,0.75,9,200,4,1.4484848484848485
75,0.99,complete,10.0,3,500,11,5.189904137847349
100,0.9,complete,1.0,8,100,501,237.67826412270855
100,0.5,complete,5.0,2,500,4,1.9155555555555557
100,0.75,erdos_renyi,2.0,3,500,501,230.23802756926935
90,0.5,barabasi_albert,0.75,10,500,11,4.098484848484849
50,0.75,erdos_renyi,1.0,5,500,11,4.926430638883056
50,0.9,barabasi_albert,1.0,3,500,51,19.76356589147287
90,0.75,barabasi_albert,0.75,6,50,101,35.851010101010104
25,0.1,erdos_renyi,0.75,8,200,51,15.017865691778736
50,0.75,erdos_renyi,2.0,3,200,501,221.386267373711
75,0.25,complete,1.0,3,100,51,21.838864838864836
10,0.5,barabasi_albert,10.0,3,50,51,14.166666666666666
75,0.9,complete,5.0,10,500,4,1.946602589774396
100,0.9,complete,1.0,5,500,101,47.159595959595954
90,0.75,erdos_renyi,0.75,6,1000,51,23.767753042516556
90,0.99,complete,10.0,9,500,501,236.46409350824084
50,0.5,complete,5.0,10,100,101,45.8066448801743
25,0.5,complete,0.75,9,200,4,1.7422222222222221
10,0.5,complete,10.0,10,1000,101,31.09090909090909
25,0.99,complete,10.0,10,500,501,223.1571268237935
50,0.25,barabasi_albert,10.0,2,50,501,159.2222222222222
100,0.1,barabasi_albert,10.0,9,1000,501,110.17543859649122
75,0.1,barabasi_albert,5.0,6,500,4,1.5714285714285712
50,0.99,complete,10.0,3,200,51,23.102035203520355
100,0.1,erdos_renyi,1.0,6,50,101,42.36904830030853
25,0.1,complete,2.0,3,50,51,14.700000000000001
90,0.99,complete,0.75,2,1000,501,237.80314497140935
10,0.25,barabasi_albert,2.0,10,500,501,186.83333333333334
10,0.99,complete,0.75,7,50,11,3.931818181818182
50,0.1,complete,10.0,7,100,11,5.013661202185792
90,0.5,complete,2.0,3,100,51,23.165834165834166
90,0.75,barabasi_albert,0.75,10,500,501,181.030303030303
90,0.25,complete,2.0,6,500,51,22.422577422577422
90,0.99,complete,5.0,8,200,4,1.9567776656575848
10,0.1,barabasi_albert,1.0,2,200,4,2.0
50,0.25,erdos_renyi,5.0,7,200,101,41.86696224019155
25,0.5,barabasi_albert,1.0,9,100,11,3.6231884057971016
75,0.5,erdos_renyi,10.0,5,100,4,1.9529626180099433
50,0.1,complete,10.0,5,1000,11,4.784153005464481
75,0.1,barabasi_albert,0.75,10,1000,4,1.5238095238095237
50,0.25,erdos_renyi,10.0,2,1000,4,1.8839685291225148
75,0.99,complete,0.75,10,200,4,1.9305909477005219
100,0.9,barabasi_albert,5.0,7,100,11,4.835227272727273
25,0.9,barabasi_albert,1.0,2,1000,11,3.983739837398374
50,0.5,barabasi_albert,5.0,2,100,51,18.652777777777782
50,0.75,complete,0.75,3,1000,501,226.26942628903416
50,0.99,complete,1.0,6,1000,101,46.081408140814084
90,0.75,barabasi_albert,1.0,3,1000,501,183.13383838383837
50,0.75,complete,10.0,5,200,501,222.2723311546841
10,0.99,barabasi_albert,10.0,6,1000,101,29.066666666666666
90,0.5,complete,0.75,5,500,501,225.4971694971695
75,0.5,barabasi_albert,2.0,6,50,4,1.8310502283105023
90,0.25,erdos_renyi,1.0,3,50,101,43.83308127251743
100,0.1,barabasi_albert,10.0,7,1000,4,1.5789473684210524
75,0.1,erdos_renyi,1.0,5,50,101,39.72227801063075
10,0.9,erdos_renyi,2.0,2,200,4,1.693410355156183
10,0.99,barabasi_albert,1.0,4,200,11,3.288888888888889
50,0.1,erdos_renyi,0.75,10,1000,101,38.79572799324129
25,0.1,barabasi_albert,1.0,3,200,101,37.5
90,0.25,barabasi_albert,2.0,5,50,4,1.7272727272727273
100,0.5,complete,0.75,9,1000,101,47.188686868686865
25,0.9,erdos_renyi,1.0,8,50,11,4.947497439441243
10,0.1,complete,0.75,5,100,501,113.41666666666667
100,0.5,complete,0.75,10,500,501,235.98235690235688
90,0.75,erdos_renyi,5.0,8,500,501,233.3113058692298
10,0.9,complete,5.0,5,50,101,35.550000000000004
50,0.5,erdos_renyi,10.0,6,500,101,43.6076064657957
90,0.5,barabasi_albert,10.0,10,100,51,21.083333333333332
25,0.25,complete,0.75,2,200,101,41.83111111111111
10,0.1,complete,5.0,6,1000,11,1.9166666666666667
75,0.25,barabasi_albert,5.0,2,200,501,184.75925925925927
90,0.9,barabasi_albert,10.0,3,500,51,19.17088607594937
10,0.1,barabasi_albert,10.0,9,200,51,3.0
50,0.5,erdos_renyi,0.75,7,200,501,217.25187670714908
90,0.25,erdos_renyi,1.0,6,100,101,44.19826705245075
10,0.99,erdos_renyi,2.0,10,50,4,1.8122895622895623
90,0.25,barabasi_albert,10.0,9,1000,4,1.7424242424242424
50,0.75,erdos_renyi,10.0,7,100,4,1.9475917030117291
75,0.25,erdos_renyi,1.0,9,50,11,5.019990828020809
25,0.5,complete,0.75,8,1000,11,4.557777777777779
100,0.9,erdos_renyi,2.0,3,1000,101,46.71745336097971
50,0.9,complete,0.75,9,200,4,1.900483968542045
90,0.99,barabasi_albert,2.0,6,200,501,180.22030651340995
10,0.25,complete,2.0,7,100,11,3.818181818181818
75,0.25,barabasi_albert,5.0,8,50,501,151.87037037037035
75,0.25,complete,10.0,10,500,11,5.1731601731601735
50,0.25,complete,5.0,2,50,101,43.56644880174292
75,0.1,barabasi_albert,2.0,9,500,501,109.04761904761904
25,0.9,erdos_renyi,0.75,5,500,501,211.66476952334358
10,0.25,barabasi_albert,10.0,9,1000,51,9.75
10,0.99,complete,2.0,3,100,101,39.02272727272727
90,0.99,complete,2.0,7,1000,501,235.609905819038
100,0.5,complete,1.0,3,200,51,23.151784511784513
25,0.9,erdos_renyi,1.0,4,100,11,4.759245099469818
90,0.75,erdos_renyi,5.0,9,200,11,5.2383309604670645
25,0.9,erdos_renyi,2.0,3,100,51,21.86388081054748
75,0.25,barabasi_albert,5.0,4,500,51,14.833333333333334
100,0.1,barabasi_albert,10.0,5,100,501,116.6140350877193
90,0.99,complete,10.0,9,1000,11,5.303649512277161
50,0.5,barabasi_albert,0.75,9,100,101,28.479166666666668
25,0.5,complete,2.0,4,1000,4,1.7400000000000002
10,0.99,barabasi_albert,1.0,9,50,4,1.5777777777777777
25,0.25,erdos_renyi,5.0,8,100,4,1.814153439153439
50,0.25,complete,5.0,2,50,501,218.4880174291939
100,0.25,complete,5.0,3,200,101,43.416868768526
90,0.25,complete,10.0,2,500,4,1.905094905094905
10,0.5,erdos_renyi,5.0,10,500,4,1.6873015873015873
50,0.25,barabasi_albert,5.0,6,500,101,27.375
50,0.99,barabasi_albert,0.75,9,100,51,19.073684210526316
75,0.5,barabasi_albert,5.0,6,100,51,16.511415525114156
10,0.75,complete,1.0,3,200,101,37.323232323232325
25,0.75,erdos_renyi,1.0,9,200,51,22.31739205208457
50,0.9,barabasi_albert,2.0,8,100,4,1.74031007751938
25,0.5,barabasi_albert,0.75,2,500,101,36.130434782608695
10,0.1,complete,1.0,8,50,4,1.4166666666666667
25,0.99,complete,0.75,7,50,4,1.8619528619528618
10,0.99,erdos_renyi,2.0,6,500,4,1.6888888888888889
75,0.25,complete,5.0,3,100,51,21.62962962962963
75,0.99,erdos_renyi,10.0,5,500,101,46.504850161055316
100,0.1,erdos_renyi,10.0,4,200,101,39.8385335428575
10,0.99,erdos_renyi,2.0,10,1000,11,4.348148148148148
50,0.75,erdos_renyi,2.0,4,1000,501,221.0785853376495
100,0.1,barabasi_albert,2.0,10,1000,101,24.035087719298247
75,0.9,complete,2.0,7,50,101,47.23067681217461
100,0.25,complete,1.0,3,100,51,22.464025869037997
25,0.99,erdos_renyi,1.0,9,50,4,1.8260381593714927
100,0.75,barabasi_albert,1.0,2,50,51,19.721088435374153
100,0.75,barabasi_albert,10.0,6,1000,51,20.05668934240363
100,0.9,erdos_renyi,2.0,7,500,101,47.67560971766458
10,0.99,complete,2.0,3,1000,4,1.696969696969697
90,0.1,erdos_renyi,10.0,5,200,51,21.04178891077476
25,0.1,barabasi_albert,2.0,3,1000,51,7.416666666666667
100,0.9,barabasi_albert,1.0,8,500,11,4.475378787878788
75,0.5,complete,10.0,5,500,51,22.879836577745735
10,0.75,complete,2.0,4,500,501,171.88888888888889
50,0.75,complete,2.0,2,100,101,47.43355119825708
50,0.9,barabasi_albert,10.0,8,500,11,4.767441860465116
50,0.25,barabasi_albert,1.0,7,500,4,1.5972222222222223
100,0.1,barabasi_albert,0.75,4,1000,51,14.140350877192981
90,0.5,barabasi_albert,0.75,6,500,11,3.8409090909090913
25,0.25,barabasi_albert,2.0,10,500,11,3.6666666666666665
90,0.25,barabasi_albert,0.75,3,500,51,17.90909090909091
50,0.25,complete,0.75,9,500,51,21.722222222222218
75,0.5,barabasi_albert,5.0,9,1000,4,1.8219178082191778
75,0.5,complete,0.75,6,100,11,5.080749819754867
100,0.9,barabasi_albert,1.0,2,50,101,40.50568181818182
100,0.25,complete,5.0,8,50,4,1.9506871463217461
90,0.99,barabasi_albert,1.0,8,200,101,37.56704980842912
25,0.75,complete,0.75,9,50,101,43.874074074074066
10,0.99,erdos_renyi,1.0,9,500,11,3.894107744107744
90,0.1,erdos_renyi,1.0,7,1000,11,4.6069409076521755
100,0.5,complete,10.0,8,50,11,5.281077441077441
25,0.9,barabasi_albert,0.75,7,100,501,171.39024390243904
100,0.9,complete,0.75,5,1000,11,5.131387953610176
90,0.25,barabasi_albert,1.0,7,200,11,3.878787878787879
25,0.75,barabasi_albert,0.75,4,100,4,1.5196078431372548
10,0.9,barabasi_albert,1.0,3,100,101,32.57142857142858
10,0.5,barabasi_albert,1.0,7,1000,501,130.70833333333334
75,0.75,complete,0.75,3,200,501,231.7135992311389
75,0.75,barabasi_albert,2.0,10,500,501,183.43730886850153
100,0.75,complete,10.0,7,50,501,235.18920617816093
50,0.5,complete,2.0,9,50,501,225.85620915032678
90,0.5,barabasi_albert,5.0,4,500,4,1.7954545454545456
90,0.75,complete,1.0,6,50,101,47.17748917748918
10,0.1,erdos_renyi,5.0,2,200,51,20.38888888888889
75,0.1,barabasi_albert,1.0,8,500,501,106.02380952380952
90,0.1,barabasi_albert,2.0,6,1000,11,3.274509803921569
10,0.5,complete,1.0,2,200,11,4.363636363636363
75,0.1,complete,10.0,6,50,501,197.72322503008422
100,0.1,complete,0.75,7,1000,51,20.507070707070707
50,0.75,complete,0.75,10,50,11,5.148874364560639
10,0.1,complete,10.0,4,500,51,8.0
90,0.99,erdos_renyi,1.0,10,200,4,1.9379211438340473
50,0.9,complete,0.75,9,500,101,46.60133091349062
10,0.99,complete,5.0,5,500,501,173.33333333333334
90,0.25,barabasi_albert,1.0,8,500,51,14.719696969696969
50,0.9,erdos_renyi,5.0,2,50,11,5.156364834440939
75,0.99,erdos_renyi,5.0,9,1000,501,235.7492208830934
10,0.1,complete,1.0,4,1000,501,83.75
50,0.1,erdos_renyi,10.0,2,200,501,200.93492355275444
25,0.25,erdos_renyi,1.0,4,200,4,1.6603499608634904
10,0.75,erdos_renyi,0.75,3,100,51,18.284700718516067
90,0.5,complete,2.0,7,100,501,230.38145188145188
90,0.5,barabasi_albert,2.0,4,1000,51,16.174242424242426
75,0.5,erdos_renyi,10.0,7,200,4,1.9480071762014175
100,0.9,complete,0.75,3,100,4,1.9079685746352413
10,0.99,complete,0.75,10,200,101,38.8560606060606
90,0.5,erdos_renyi,10.0,6,100,4,1.9580729541052102
100,0.75,erdos_renyi,0.75,8,1000,51,23.92338081857108
50,0.5,erdos_renyi,1.0,9,1000,4,1.8641444921837202
50,0.99,erdos_renyi,0.75,9,100,51,23.4433817162836
25,0.1,barabasi_albert,10.0,6,1000,501,45.333333333333336
50,0.25,erdos_renyi,10.0,10,1000,101,43.58113084125093
10,0.1,erdos_renyi,2.0,8,200,11,2.0416666666666665
10,0.1,barabasi_albert,5.0,5,500,51,3.6666666666666665
100,0.5,complete,2.0,3,100,4,1.8840404040404042
100,0.99,barabasi_albert,2.0,7,200,4,1.8333333333333333
50,0.1,barabasi_albert,2.0,9,100,101,25.48148148148148
75,0.1,erdos_renyi,10.0,10,500,101,42.682538471783324
75,0.5,complete,1.0,5,50,11,5.017063205960105
75,0.99,complete,10.0,6,200,501,233.5968935808761
90,0.25,complete,1.0,6,100,51,22.527805527805526
75,0.99,barabasi_albert,1.0,6,200,4,1.7453703703703705
90,0.1,erdos_renyi,10.0,2,200,101,42.648994475762834
100,0.25,erdos_renyi,1.0,3,200,4,1.824137623420178
100,0.99,barabasi_albert,2.0,7,1000,11,4.510309278350515
75,0.99,barabasi_albert,1.0,3,200,51,19.974537037037038
100,0.99,barabasi_albert,1.0,10,200,11,4.701030927835052
100,0.25,complete,1.0,4,1000,11,4.789814066289409
75,0.99,barabasi_albert,2.0,2,1000,101,40.93518518518518
100,0.25,complete,10.0,10,500,101,45.97413096200486
25,0.5,barabasi_albert,0.75,2,1000,501,170.21739130434784
100,0.1,barabasi_albert,10.0,8,50,501,144.78947368421052
75,0.9,complete,0.75,5,50,51,23.651581898277936
90,0.9,complete,1.0,6,200,51,23.713466518682946
10,0.9,barabasi_albert,0.75,2,100,11,4.095238095238096
100,0.25,barabasi_albert,10.0,10,500,501,146.85714285714286
100,0.1,complete,1.0,3,100,4,1.7575757575757578
50,0.9,barabasi_albert,1.0,6,1000,51,17.15891472868217
100,0.1,barabasi_albert,2.0,9,50,11,3.9824561403508767
50,0.5,complete,1.0,9,500,11,4.924836601307189
100,0.1,complete,10.0,7,1000,4,1.9124579124579124
100,0.9,complete,1.0,5,50,51,23.909913954358398
10,0.25,barabasi_albert,10.0,3,200,501,148.5
50,0.75,complete,1.0,8,500,51,22.866739288307915
100,0.1,barabasi_albert,2.0,10,50,11,4.298245614035087
50,0.25,barabasi_albert,0.75,5,500,501,132.33333333333334
25,0.5,barabasi_albert,1.0,6,100,501,150.69565217391303
100,0.1,erdos_renyi,0.75,6,50,4,1.7864293854293853
100,0.99,barabasi_albert,5.0,8,50,51,20.89518900343643
25,0.99,erdos_renyi,5.0,9,1000,51,22.49127475366846
25,0.9,barabasi_albert,2.0,3,50,51,18.723577235772357
75,0.9,complete,5.0,2,500,501,236.18555600053398
10,0.25,barabasi_albert,2.0,9,500,101,11.166666666666666
50,0.5,complete,1.0,2,500,4,1.8442265795206971
100,0.99,complete,2.0,5,1000,501,233.10034013605443
75,0.25,erdos_renyi,1.0,8,50,51,22.766773529684542
75,0.5,complete,10.0,3,100,4,1.9406392694063925
50,0.9,erdos_renyi,5.0,4,100,11,5.045213558020982
25,0.75,complete,5.0,8,100,501,217.98666666666668
100,0.9,barabasi_albert,10.0,6,200,51,20.984848484848484
50,0.1,barabasi_albert,10.0,9,200,101,26.074074074074076
