num_agents,edge_density,graph_type,dsan_temperature,num_actions,num_iterations,cost_range,y
90,0.75,erdos_renyi,2.0,6,200,51,23.85423019758481
25,0.75,barabasi_albert,5.0,3,50,51,18.33529411764706
25,0.1,erdos_renyi,5.0,2,200,501,193.00826494150425
10,0.25,complete,5.0,4,1000,101,24.36363636363636
50,0.9,barabasi_albert,1.0,10,100,51,21.05581395348837
25,0.5,complete,2.0,2,200,51,22.16533333333333
75,0.25,barabasi_albert,5.0,4,50,4,1.8527777777777779
100,0.1,erdos_renyi,1.0,2,500,4,1.8109135042800393
75,0.1,erdos_renyi,2.0,4,200,4,1.8492721480335799
10,0.75,complete,5.0,8,1000,4,1.8333333333333333
90,0.1,barabasi_albert,10.0,5,200,101,30.182352941176468
10,0.25,complete,0.75,5,1000,101,32.018181818181816
100,0.1,erdos_renyi,2.0,3,200,51,20.578517162064937
90,0.5,complete,10.0,4,1000,501,225.99220779220778
10,0.5,complete,1.0,7,50,11,4.013636363636364
25,0.1,barabasi_albert,5.0,5,500,51,12.225
100,0.9,barabasi_albert,10.0,6,500,101,38.81193181818181
50,0.9,erdos_renyi,5.0,6,200,4,1.9448514664265069
25,0.1,complete,5.0,9,100,11,4.796666666666668
25,0.99,complete,0.75,7,200,51,22.323569023569025
90,0.25,erdos_renyi,5.0,9,500,101,46.28985944177759
100,0.5,complete,0.75,4,1000,4,1.877858585858586
25,0.99,barabasi_albert,5.0,5,1000,4,1.8222222222222224
25,0.25,complete,2.0,4,500,11,4.2413333333333325
25,0.99,erdos_renyi,0.75,9,50,51,23.40111987452394
100,0.5,barabasi_albert,5.0,3,500,51,17.3
50,0.99,complete,2.0,7,500,51,23.587128712871284
90,0.5,erdos_renyi,10.0,2,500,101,47.01732230474193
25,0.1,complete,10.0,7,50,101,35.540000000000006
50,0.1,erdos_renyi,5.0,7,50,11,4.876327009997658
100,0.75,erdos_renyi,1.0,6,200,11,5.224291177404746
50,0.99,barabasi_albert,10.0,2,50,4,1.9442105263157892
25,0.9,erdos_renyi,10.0,4,100,51,22.134185222984307
50,0.5,erdos_renyi,1.0,4,1000,4,1.8427796170982316
90,0.1,erdos_renyi,1.0,6,500,101,42.054153396640714
50,0.1,erdos_renyi,0.75,9,50,101,41.60177800021333
50,0.5,complete,2.0,8,50,11,5.07875816993464
75,0.75,barabasi_albert,5.0,9,500,11,4.902752293577982
50,0.25,erdos_renyi,5.0,8,50,4,1.9431872760851487
25,0.5,erdos_renyi,1.0,4,100,51,20.254420230444275
25,0.99,complete,10.0,2,1000,51,22.884175084175084
50,0.1,barabasi_albert,5.0,5,1000,11,3.9888888888888894
100,0.25,erdos_renyi,5.0,3,100,501,218.19508824729706
50,0.9,erdos_renyi,5.0,2,500,11,5.0995406623859285
25,0.75,complete,10.0,7,200,101,43.769777777777776
25,0.25,erdos_renyi,2.0,5,1000,4,1.7961968200150327
50,0.1,complete,10.0,5,500,11,5.020491803278688
100,0.99,erdos_renyi,5.0,9,100,51,24.56430896223
100,0.5,complete,5.0,6,200,101,46.74218181818182
90,0.99,barabasi_albert,5.0,9,50,51,21.688505747126435
75,0.9,barabasi_albert,5.0,3,50,51,19.019083969465647
100,0.99,complete,5.0,4,50,4,1.949755102040816
50,0.9,complete,10.0,4,1000,4,1.950635208711434
50,0.5,barabasi_albert,10.0,5,50,4,1.9125000000000003
10,0.25,barabasi_albert,10.0,8,1000,4,1.55
100,0.1,erdos_renyi,5.0,4,500,101,40.15473427408596
50,0.5,complete,5.0,8,500,4,1.937581699346405
100,0.9,erdos_renyi,5.0,10,200,101,48.68474180389263
50,0.75,barabasi_albert,2.0,3,1000,101,37.27777777777778
50,0.5,erdos_renyi,1.0,7,100,11,4.961471679263594
10,0.1,barabasi_albert,5.0,7,500,101,15.3
25,0.5,erdos_renyi,2.0,6,200,11,4.685863970216358
75,0.5,complete,5.0,2,200,51,23.447440519105985
75,0.99,erdos_renyi,2.0,8,500,4,1.9408339825992542
100,0.1,erdos_renyi,2.0,9,1000,101,44.21941850784574
25,0.99,complete,10.0,4,100,101,43.36026936026936
50,0.9,erdos_renyi,1.0,9,200,51,23.862070966475912
90,0.75,barabasi_albert,1.0,9,100,51,19.861363636363638
10,0.1,erdos_renyi,1.0,7,500,51,8.478333333333332
75,0.9,complete,10.0,9,50,101,48.1100120144173
10,0.25,erdos_renyi,5.0,10,100,501,163.7575674325674
50,0.75,erdos_renyi,10.0,3,50,501,225.2120728510722
50,0.25,erdos_renyi,5.0,7,200,4,1.933000395352637
10,0.99,erdos_renyi,10.0,7,500,501,197.95607352595727
100,0.75,barabasi_albert,5.0,4,200,501,172.7591836734694
50,0.5,complete,2.0,3,1000,101,43.798856209150316
90,0.1,barabasi_albert,2.0,2,1000,51,14.847058823529409
25,0.75,complete,5.0,6,50,101,43.70755555555555
10,0.5,barabasi_albert,0.75,5,1000,4,1.5
10,0.1,erdos_renyi,2.0,5,50,4,1.6616666666666666
10,0.25,erdos_renyi,5.0,3,50,51,15.362164224664221
90,0.75,erdos_renyi,1.0,5,50,51,23.748667707843403
90,0.5,erdos_renyi,0.75,3,50,51,23.063083887905584
90,0.5,barabasi_albert,5.0,3,50,51,17.831818181818182
10,0.25,barabasi_albert,0.75,8,50,4,1.6
10,0.99,complete,10.0,6,200,11,4.868181818181818
25,0.75,barabasi_albert,0.75,3,500,51,17.126470588235296
10,0.75,erdos_renyi,5.0,4,100,501,184.3526717705655
10,0.1,erdos_renyi,5.0,10,50,11,3.6421428571428565
90,0.75,barabasi_albert,0.75,3,50,4,1.7075757575757577
25,0.9,complete,2.0,5,50,51,22.242592592592594
25,0.75,complete,2.0,2,100,4,1.832888888888889
75,0.75,complete,10.0,7,50,51,23.949687650168187
90,0.1,barabasi_albert,1.0,10,200,51,14.329411764705885
90,0.25,barabasi_albert,5.0,8,200,51,18.55227272727273
50,0.9,barabasi_albert,0.75,2,200,11,4.424418604651163
90,0.99,erdos_renyi,5.0,10,1000,101,48.60282173451811
25,0.99,erdos_renyi,0.75,4,200,11,4.7866727987380795
10,0.9,erdos_renyi,2.0,8,100,101,38.22752296235138
50,0.75,erdos_renyi,0.75,6,200,4,1.8681088681133944
50,0.75,barabasi_albert,5.0,8,50,4,1.890277777777778
100,0.99,barabasi_albert,5.0,3,500,501,190.04845360824743
50,0.9,erdos_renyi,10.0,8,50,101,46.87212257329783
75,0.99,barabasi_albert,10.0,10,100,11,5.202083333333333
100,0.9,barabasi_albert,0.75,3,200,51,19.063636363636363
50,0.75,complete,5.0,5,500,101,45.074400871459694
100,0.25,erdos_renyi,2.0,4,50,101,44.25971440624932
90,0.5,barabasi_albert,10.0,4,50,101,34.7
25,0.1,barabasi_albert,2.0,6,200,51,11.925
90,0.1,erdos_renyi,5.0,9,200,4,1.9366929788050247
75,0.99,erdos_renyi,1.0,8,100,51,24.23073591362463
10,0.1,erdos_renyi,10.0,2,1000,51,15.674761904761903
90,0.9,erdos_renyi,5.0,2,100,51,24.132518326195502
10,0.1,complete,2.0,4,100,501,109.35
25,0.9,erdos_renyi,5.0,5,1000,4,1.9053507250005786
10,0.9,barabasi_albert,5.0,8,200,11,4.592857142857143
25,0.25,complete,0.75,9,1000,4,1.757333333333333
25,0.1,erdos_renyi,10.0,10,50,101,39.322131236006946
10,0.75,barabasi_albert,0.75,9,100,11,3.7583333333333337
25,0.99,barabasi_albert,5.0,6,100,51,19.648888888888887
90,0.99,barabasi_albert,1.0,9,500,51,20.805747126436778
90,0.5,erdos_renyi,5.0,7,200,4,1.95588260094616
75,0.75,barabasi_albert,0.75,8,1000,51,19.1
10,0.5,erdos_renyi,5.0,7,1000,11,4.416106383107527
75,0.5,complete,0.75,4,200,51,22.862653208363376
10,0.25,complete,5.0,7,200,4,1.7727272727272727
50,0.75,erdos_renyi,10.0,9,100,101,47.198321643207585
50,0.5,barabasi_albert,0.75,6,100,11,3.9604166666666663
75,0.9,erdos_renyi,2.0,2,500,101,47.800922631214206
100,0.99,barabasi_albert,5.0,7,1000,501,190.3783505154639
50,0.75,barabasi_albert,10.0,7,100,101,38.8625
50,0.1,barabasi_albert,1.0,3,1000,101,29.800000000000004
10,0.1,barabasi_albert,5.0,9,500,501,95.3
50,0.1,barabasi_albert,10.0,10,50,101,36.388888888888886
50,0.25,erdos_renyi,1.0,6,500,101,42.18001527171616
100,0.75,complete,0.75,5,100,4,1.9112338362068968
25,0.99,barabasi_albert,5.0,4,50,101,35.85555555555555
90,0.1,barabasi_albert,10.0,8,100,101,33.26470588235294
25,0.99,erdos_renyi,5.0,9,100,51,23.033492409888527
25,0.25,complete,2.0,8,50,4,1.8520000000000003
90,0.99,barabasi_albert,10.0,3,100,4,1.9172413793103444
10,0.1,erdos_renyi,5.0,2,1000,11,3.421190476190476
90,0.25,complete,0.75,6,50,4,1.857142857142857
100,0.99,complete,5.0,8,500,101,48.435163265306116
75,0.5,erdos_renyi,5.0,7,100,51,23.370007244262855
10,0.5,barabasi_albert,2.0,10,100,501,139.6375
50,0.1,erdos_renyi,1.0,5,100,51,18.820188499304145
100,0.25,barabasi_albert,0.75,7,200,11,3.7693877551020405
25,0.75,erdos_renyi,5.0,8,1000,11,4.979220081504034
25,0.5,barabasi_albert,2.0,7,500,501,136.41304347826085
100,0.75,erdos_renyi,10.0,8,50,51,24.345066165351263
50,0.25,erdos_renyi,0.75,3,100,51,21.176134101476134
50,0.1,complete,0.75,5,50,101,37.64508196721311
75,0.1,complete,0.75,10,200,51,21.836823104693142
50,0.9,barabasi_albert,1.0,4,50,4,1.719767441860465
75,0.1,barabasi_albert,1.0,5,100,4,1.6857142857142857
25,0.99,barabasi_albert,0.75,6,50,101,36.135555555555555
100,0.25,erdos_renyi,5.0,6,50,4,1.9472509036438321
25,0.9,erdos_renyi,1.0,8,100,11,4.971409142866791
75,0.1,complete,0.75,3,200,51,20.026714801444047
90,0.75,erdos_renyi,2.0,2,200,4,1.9179628990837252
100,0.75,complete,10.0,3,1000,4,1.9627155172413793
90,0.5,barabasi_albert,5.0,6,50,501,167.22613636363636
75,0.5,barabasi_albert,2.0,5,500,11,4.353424657534246
25,0.9,erdos_renyi,2.0,2,200,101,45.59713357499147
10,0.5,complete,0.75,2,200,101,41.03181818181819
75,0.25,erdos_renyi,0.75,7,100,51,22.792994254788972
10,0.1,barabasi_albert,2.0,9,100,501,114.0
25,0.25,barabasi_albert,0.75,7,500,4,1.5454545454545454
90,0.99,complete,1.0,7,100,4,1.9317103935418767
100,0.5,barabasi_albert,10.0,3,50,501,175.6275510204082
10,0.9,complete,5.0,6,200,11,4.68
100,0.25,erdos_renyi,2.0,7,200,4,1.9144786289803637
25,0.1,barabasi_albert,2.0,6,1000,101,18.2
100,0.5,erdos_renyi,5.0,3,1000,4,1.93074203037595
100,0.75,barabasi_albert,10.0,7,200,501,188.38503401360543
25,0.25,barabasi_albert,10.0,5,50,4,1.7454545454545456
50,0.25,erdos_renyi,5.0,2,100,4,1.9003408469058567
10,0.1,complete,0.75,2,200,4,1.35
50,0.5,erdos_renyi,10.0,7,1000,51,23.044106805558556
75,0.25,erdos_renyi,2.0,7,1000,101,44.32650357167963
50,0.5,barabasi_albert,10.0,3,500,4,1.8625
75,0.99,complete,5.0,7,1000,4,1.949399344739716
50,0.9,erdos_renyi,5.0,8,50,51,23.75836423955489
75,0.75,complete,1.0,7,1000,11,5.173762614127823
50,0.99,barabasi_albert,0.75,4,200,51,18.687368421052632
75,0.9,barabasi_albert,5.0,10,500,101,41.75648854961832
25,0.25,barabasi_albert,10.0,7,1000,501,132.5090909090909
75,0.1,erdos_renyi,1.0,7,200,4,1.8229024029344252
10,0.9,erdos_renyi,1.0,3,200,11,4.501683179832641
90,0.5,erdos_renyi,1.0,9,100,51,24.105069895965098
10,0.5,complete,5.0,8,1000,501,159.59545454545452
75,0.9,barabasi_albert,10.0,3,200,11,4.967938931297711
25,0.99,erdos_renyi,10.0,3,1000,51,21.90509402691006
10,0.25,barabasi_albert,2.0,6,200,101,26.975
25,0.75,complete,1.0,10,100,11,4.995111111111111
75,0.25,complete,0.75,7,100,11,4.970851370851371
100,0.5,barabasi_albert,10.0,10,500,4,1.9051020408163264
10,0.99,erdos_renyi,5.0,4,100,11,4.652443035001175
10,0.75,complete,2.0,8,500,101,38.40606060606061
75,0.99,erdos_renyi,5.0,8,50,11,5.2687684157070205
90,0.9,barabasi_albert,2.0,4,1000,11,4.460126582278481
25,0.99,erdos_renyi,1.0,4,1000,101,42.99062246853046
10,0.1,complete,5.0,9,200,501,95.55
25,0.1,complete,0.75,3,200,101,31.046666666666663
10,0.9,barabasi_albert,10.0,5,500,501,164.18571428571425
100,0.5,erdos_renyi,10.0,10,50,4,1.9766454370329676
25,0.5,barabasi_albert,5.0,10,1000,11,4.534782608695652
90,0.1,barabasi_albert,0.75,10,50,4,1.7176470588235293
10,0.1,complete,0.75,7,100,4,1.5
25,0.5,erdos_renyi,2.0,10,50,51,22.79067441337445
90,0.9,complete,0.25,8,200,501,248.3309378468369
50,0.25,complete,0.9,2,100,501,223.7545751633987
75,0.25,complete,0.9,5,50,501,230.39855699855698
90,0.25,erdos_renyi,0.99,9,1000,501,233.6558360606752
90,0.9,erdos_renyi,0.25,9,50,11,5.4392526871492555
25,0.1,complete,0.25,6,1000,501,221.69666666666666
25,0.1,erdos_renyi,0.75,2,1000,11,4.600767262132444
25,0.1,barabasi_albert,0.1,6,500,4,1.7
25,0.99,barabasi_albert,0.25,10,200,4,1.8800000000000001
25,0.75,erdos_renyi,0.5,6,200,51,24.264530459476862
75,0.5,barabasi_albert,0.9,9,1000,101,41.66438356164383
90,0.25,complete,0.9,6,50,51,23.790009990009988
100,0.99,erdos_renyi,0.99,8,100,51,24.772970342250694
90,0.25,barabasi_albert,0.9,10,50,101,40.60454545454545
50,0.99,complete,0.9,9,200,4,1.9381188118811885
75,0.99,barabasi_albert,0.75,3,50,51,22.293055555555558
50,0.9,complete,0.75,2,500,11,5.316243194192377
100,0.5,complete,0.99,5,1000,11,5.143676767676768
75,0.25,barabasi_albert,0.5,3,500,101,42.94166666666667
10,0.99,erdos_renyi,0.9,6,200,4,1.7848989898989902
90,0.25,erdos_renyi,0.75,5,500,501,237.61131551812278
25,0.1,barabasi_albert,0.1,7,100,51,19.725
10,0.75,barabasi_albert,0.9,9,1000,11,4.108333333333333
90,0.99,complete,0.9,8,100,4,1.9588546922300707
100,0.1,barabasi_albert,0.5,7,50,101,40.636842105263156
90,0.5,barabasi_albert,0.75,10,100,4,1.7818181818181817
75,0.5,barabasi_albert,0.25,4,500,4,1.9246575342465753
10,0.75,barabasi_albert,0.99,5,200,4,1.425
10,0.5,barabasi_albert,0.1,3,50,501,240.25
100,0.25,erdos_renyi,0.99,5,100,4,1.8396052152998226
25,0.25,barabasi_albert,0.75,8,100,51,19.754545454545458
25,0.9,barabasi_albert,0.1,3,100,11,5.4609756097560975
90,0.99,barabasi_albert,0.99,10,200,11,4.831609195402298
50,0.1,complete,0.25,4,200,51,24.377868852459017
90,0.99,complete,0.9,2,500,501,240.87747225025223
