Predicted_Threshold, Best Costs Arr
0.75,[np.float64(1.5365853658536583), np.float64(1.3333333333333333), np.float64(39.765342960288805), np.float64(4.849389534536894), np.float64(1.6677871148459384), np.float64(238.7871678439287), np.float64(24.346258503401362), np.float64(1.4561403508771928), np.float64(1.7087542087542087), np.float64(1.8431568431568432), np.float64(1.7272727272727273), np.float64(1.2916666666666667), np.float64(4.217171717171717), np.float64(1.6893939393939394), np.float64(1.6666666666666667), np.float64(23.836519437280327), np.float64(1.7542955326460483), np.float64(1.6691919191919193), np.float64(236.64123512820413), np.float64(21.936296296296295), np.float64(24.126307039206768), np.float64(3.689497716894977), np.float64(1.6888888888888889), np.float64(200.3101851851852), np.float64(40.51668174346518), np.float64(1.7083333333333333), np.float64(4.159863945578231), np.float64(4.008333333333334), np.float64(1.25), np.float64(2.7878787878787876), np.float64(4.822078378861616), np.float64(1.6262626262626263), np.float64(214.03407407407408), np.float64(21.842571384944264), np.float64(1.5607614607614606), np.float64(40.712468193384225), np.float64(14.938775510204081), np.float64(182.76160337552741), np.float64(207.32196969696972), np.float64(4.885295546485994), np.float64(22.002328704709658), np.float64(1.5964912280701755), np.float64(4.355119192493682), np.float64(232.34665334665337), np.float64(3.180555555555556), np.float64(1.638888888888889), np.float64(3.733333333333333), np.float64(41.229843561973524), np.float64(4.480146918989882), np.float64(43.662670662670656), np.float64(22.050505050505052), np.float64(4.003401360544218), np.float64(42.958374958374954), np.float64(41.545160708382014), np.float64(3.071428571428571), np.float64(230.02757023903538), np.float64(18.474836080099237), np.float64(239.74919566030678), np.float64(4.0370333772507685), np.float64(44.55477855477856), np.float64(1.4166666666666667), np.float64(1.8345459444893562), np.float64(232.81394808950316), np.float64(1.6060606060606062), np.float64(21.294814814814814), np.float64(1.7261904761904763), np.float64(22.025573459590092), np.float64(1.25), np.float64(24.51230826786382), np.float64(41.53639846743295), np.float64(4.982684702608192), np.float64(1.4545454545454544), np.float64(1.6590909090909092), np.float64(4.094147582697201), np.float64(4.651111111111111), np.float64(1.4814814814814816), np.float64(240.33486513492153), np.float64(21.646666666666665), np.float64(1.5833333333333333), np.float64(4.842222222222222), np.float64(1.6685606060606062), np.float64(1.746212121212121), np.float64(1.9172002922131564), np.float64(1.7125382262996942), np.float64(16.896296296296295), np.float64(21.48148148148148), np.float64(222.84949522885975), np.float64(1.4444444444444444), np.float64(24.379855715871255), np.float64(1.6911314984709478), np.float64(215.23232323232324), np.float64(4.603703703703704), np.float64(14.984848484848484), np.float64(34.32420091324201), np.float64(36.95087719298245), np.float64(1.8333333333333333), np.float64(1.627450980392157), np.float64(3.8956916099773244), np.float64(4.087719298245614), np.float64(236.24621411132293), np.float64(1.6802721088435373), np.float64(1.9064809628921908), np.float64(1.8590239787627307), np.float64(1.712280701754386), np.float64(4.583333333333333), np.float64(3.7916666666666665), np.float64(44.05739692805174), np.float64(223.40891900878023), np.float64(2.6842105263157894), np.float64(23.697319250746798), np.float64(3.121212121212121), np.float64(233.80961739402053), np.float64(24.38341112684459), np.float64(4.2266666666666675), np.float64(4.505050505050505), np.float64(36.517006802721085), np.float64(1.6341463414634145), np.float64(3.678030303030303), np.float64(16.81818181818182), np.float64(37.62643678160919), np.float64(213.21247156247156), np.float64(1.6666666666666667), np.float64(43.944684944684944), np.float64(24.049354869683544), np.float64(1.5378787878787878), np.float64(43.79520479520479), np.float64(16.57777777777778), np.float64(3.7168949771689497), np.float64(1.7845117845117846), np.float64(1.6743002544529262), np.float64(230.4517936211207), np.float64(224.54230738355636), np.float64(217.56891738149162), np.float64(1.5291146761735), np.float64(4.850762527233115), np.float64(225.1846405228758), np.float64(214.3144781144781), np.float64(1.4901960784313726), np.float64(1.8878919718630647), np.float64(1.0), np.float64(37.25), np.float64(37.26245210727969), np.float64(24.18862288565461), np.float64(1.7233676975945016), np.float64(4.771818035767464), np.float64(3.1999999999999997), np.float64(1.6990740740740742), np.float64(19.587962962962962), np.float64(1.7175925925925926), np.float64(19.68444444444444), np.float64(228.55174291939), np.float64(3.4111111111111114), np.float64(20.12659932659933), np.float64(192.72624865067817), np.float64(1.6148148148148147), np.float64(23.27272727272727), np.float64(16.89772727272727), np.float64(186.48453608247425), np.float64(3.3686868686868685), np.float64(3.4404761904761902), np.float64(21.938969097912643), np.float64(4.510309278350515), np.float64(227.85620915032678), np.float64(231.11295361691904), np.float64(1.74031007751938), np.float64(1.5378787878787878), np.float64(4.3240740740740735), np.float64(4.88), np.float64(1.7228070175438595), np.float64(1.8255037623212538), np.float64(30.49242424242424), np.float64(234.7656871896289), np.float64(4.777982556384747), np.float64(3.0555555555555554), np.float64(4.274368231046932), np.float64(20.038939816998603), np.float64(1.8576238576238577), np.float64(4.011627906976744), np.float64(1.4047619047619049), np.float64(3.5888888888888886), np.float64(4.579170996899236), np.float64(19.296685814244853), np.float64(1.6178861788617886), np.float64(18.831223628691983), np.float64(1.6850152905198776), np.float64(4.194444444444444), np.float64(15.272727272727273), np.float64(1.9333333333333333), np.float64(1.6515151515151516), np.float64(43.76257076257076), np.float64(1.3703703703703702), np.float64(1.6805555555555554), np.float64(4.300254452926208), np.float64(1.5294444444444444), np.float64(3.1960784313725488), np.float64(22.908121410992617), np.float64(5.13338722716249), np.float64(19.459915611814345), np.float64(1.515151515151515), np.float64(4.468354430379747), np.float64(4.212643678160919), np.float64(35.11363636363637), np.float64(1.484848484848485), np.float64(231.12221925536133), np.float64(1.9277714889612054), np.float64(22.22074074074074), np.float64(224.45944796659967), np.float64(40.625780676411416), np.float64(37.23539518900344), np.float64(1.562962962962963), np.float64(1.7272727272727273), np.float64(4.0109289617486334), np.float64(182.89690721649484), np.float64(39.35114503816794), np.float64(30.054421768707485), np.float64(1.7026143790849675), np.float64(1.515151515151515), np.float64(3.6940639269406392), np.float64(212.6868429095588), np.float64(33.65277777777778), np.float64(224.5656920613637), np.float64(240.44342414481085), np.float64(24.479332995723173), np.float64(24.394293252431343), np.float64(237.74493078937522), np.float64(21.455000000000002), np.float64(1.6018518518518519), np.float64(219.70029119687464), np.float64(24.396069698093765), np.float64(4.748366013071895), np.float64(4.322222222222222), np.float64(42.94416666666667), np.float64(1.7260536398467432), np.float64(38.505050505050505), np.float64(2.3333333333333335), np.float64(45.73544973544974), np.float64(27.805555555555554), np.float64(4.665713892005748), np.float64(21.27416666666667), np.float64(1.8266666666666664), np.float64(229.64575823119443), np.float64(21.037037037037035), np.float64(1.752539329482416), np.float64(1.6315245478036176), np.float64(39.895833333333336), np.float64(234.39223458804477), np.float64(196.45566598024297), np.float64(3.227685760294456), np.float64(4.821548821548821), np.float64(4.4655172413793105), np.float64(220.07526541027892), np.float64(1.6496598639455782), np.float64(4.007017543859649), np.float64(1.6060606060606062), np.float64(1.4305555555555554), np.float64(1.6875), np.float64(22.398653198653196), np.float64(33.416666666666664), np.float64(1.6666666666666667), np.float64(1.6921296296296298), np.float64(3.484848484848485), np.float64(1.7214611872146117), np.float64(46.17677175963352), np.float64(1.7892720306513408), np.float64(4.6812063662690555), np.float64(32.64831804281345), np.float64(210.68890120040786), np.float64(207.9622222222222), np.float64(1.6416666666666666), np.float64(23.81567440295997), np.float64(21.82396769423274), np.float64(1.5694444444444444), np.float64(35.174311926605505), np.float64(4.283606826142037), np.float64(3.653061224489796), np.float64(4.456269968796049), np.float64(17.777777777777775), np.float64(4.657239525003008), np.float64(3.840978593272171), np.float64(215.04193899782135), np.float64(2.1666666666666665), np.float64(41.745370370370374), np.float64(18.787037037037038), np.float64(4.92), np.float64(40.5744373898607), np.float64(4.17557251908397), np.float64(1.7978671830198996), np.float64(4.282945736434108), np.float64(4.694462598478316), np.float64(1.6527777777777777), np.float64(1.917492034046458), np.float64(3.953488372093023), np.float64(4.659259259259259), np.float64(237.95606733259342), np.float64(3.0606060606060606), np.float64(4.7030834662413605), np.float64(42.35515565502549), np.float64(4.154195011337868), np.float64(21.01185185185185), np.float64(1.9471377460457064), np.float64(4.4335511982570806), np.float64(1.710970464135021), np.float64(191.1872697312307), np.float64(1.7638888888888886), np.float64(22.34814814814815), np.float64(4.275971429359367), np.float64(239.37174982491797), np.float64(4.450171821305842), np.float64(216.7733333333333), np.float64(35.87087740252505), np.float64(1.5), np.float64(3.5444444444444443), np.float64(20.896026830853675), np.float64(23.992600813910467), np.float64(1.8006872852233677), np.float64(1.6590909090909092), np.float64(24.289070306659294), np.float64(236.35572453770249), np.float64(210.44148148148147), np.float64(16.49242424242424), np.float64(24.32731594767688), np.float64(23.870976155123333), np.float64(202.91666666666666), np.float64(237.48588393885407), np.float64(17.78009259259259), np.float64(4.664444444444444), np.float64(226.9266845915412), np.float64(1.6636085626911317), np.float64(21.299917741101343), np.float64(4.502739923690754), np.float64(1.868229587712207), np.float64(20.024915824915826), np.float64(13.666666666666666), np.float64(2.705882352941176), np.float64(2.6140350877192984), np.float64(3.741496598639456), np.float64(212.18549407593548), np.float64(236.70217712051658), np.float64(21.02719132540492), np.float64(222.5615468409586), np.float64(4.546391752577319), np.float64(1.8228853039968298), np.float64(4.1931818181818175), np.float64(1.9358693574907733), np.float64(23.679700639085098), np.float64(1.6350877192982456), np.float64(211.87666666666667), np.float64(1.7404580152671756), np.float64(31.666666666666668), np.float64(1.652906976744186), np.float64(1.6333333333333335), np.float64(4.152671755725191), np.float64(3.8863636363636362), np.float64(4.095628415300546), np.float64(22.196191692773425), np.float64(1.9298927118017017), np.float64(22.362962962962964), np.float64(236.4337717230303), np.float64(1.712962962962963), np.float64(22.129721248768863), np.float64(1.7557251908396945), np.float64(217.7124265882953), np.float64(24.545454545454543), np.float64(1.5454545454545456), np.float64(39.72727272727273), np.float64(45.48989490703315), np.float64(4.28219696969697), np.float64(5.0477949405514), np.float64(4.133838383838384), np.float64(1.6666666666666667), np.float64(3.2728024663508535), np.float64(1.25), np.float64(4.732098765432099), np.float64(1.7523148148148149), np.float64(44.455026455026456), np.float64(219.02244668911337), np.float64(4.307888040712469), np.float64(228.7779955091731), np.float64(4.783164983164983), np.float64(24.18521034915926), np.float64(4.208333333333333), np.float64(235.84753652419124), np.float64(3.75), np.float64(1.7826851241485386), np.float64(1.5507246376811594), np.float64(4.284090909090909), np.float64(208.35555555555558), np.float64(43.84), np.float64(4.755349856799132), np.float64(24.033429356701323), np.float64(221.52500437183767), np.float64(23.989044540229884), np.float64(5.03332946117188), np.float64(216.33333333333334), np.float64(1.814692836549124), np.float64(1.6060606060606062), np.float64(1.6990740740740742), np.float64(24.232285059546957), np.float64(1.7121212121212122), np.float64(24.329517396184063), np.float64(1.4863699102829537), np.float64(4.296296296296297), np.float64(1.3), np.float64(1.474074074074074), np.float64(3.9090909090909096), np.float64(1.9186681631126075), np.float64(4.053030303030304), np.float64(216.87684061219383), np.float64(3.7916666666666665), np.float64(1.9383686547604781), np.float64(21.441975308641975), np.float64(17.13151927437642), np.float64(18.74742268041237), np.float64(4.204444444444444), np.float64(228.3076082999636), np.float64(224.94505494505495), np.float64(3.5714285714285716), np.float64(36.41919191919192), np.float64(1.882355571987005), np.float64(3.9907407407407405), np.float64(4.5015290519877675), np.float64(37.8560606060606), np.float64(226.91362816593028), np.float64(1.8791208791208789), np.float64(230.32127012192475), np.float64(214.6327350910974), np.float64(21.576666666666664), np.float64(16.137254901960784), np.float64(13.893939393939396), np.float64(14.466666666666667), np.float64(4.493670886075949), np.float64(3.6666666666666665), np.float64(1.3939393939393938), np.float64(204.1436588103255), np.float64(4.196969696969696)]
1.0,[np.float64(1.7959574043400919), np.float64(160.8579986551745), np.float64(17.506842619745843), np.float64(5.256529834622572), np.float64(5.23575226580554), np.float64(5.201812800591934), np.float64(18.174242424242426), np.float64(1.8907466452162784), np.float64(99.66666666666667), np.float64(200.56321839080462), np.float64(1.8660616061606161), np.float64(5.238009726898617), np.float64(1.8596403596403597), np.float64(4.2124579124579125), np.float64(4.970897332255457), np.float64(1.7933333333333332), np.float64(180.77513227513228), np.float64(18.284848484848485), np.float64(1.9140859140859139), np.float64(2.875), np.float64(1.9311634867190424), np.float64(208.36666666666665), np.float64(17.535353535353533), np.float64(1.8745553229534149), np.float64(176.86061041448974), np.float64(40.22440087145969), np.float64(5.074749036198164), np.float64(1.840874987939169), np.float64(187.14285714285714), np.float64(196.33333333333334), np.float64(5.008714596949891), np.float64(1.864716910213348), np.float64(16.375449303293106), np.float64(45.0), np.float64(5.015098356958749), np.float64(193.156462585034), np.float64(177.88100358422938), np.float64(5.118961788031723), np.float64(1.9179420577974848), np.float64(1.8150017866315604), np.float64(1.9052380952380954), np.float64(1.7881481481481483), np.float64(23.982540445298735), np.float64(1.887959795649259), np.float64(5.120823921650197), np.float64(1.788074631475079), np.float64(1.9035311248634874), np.float64(1.8375390531122326), np.float64(106.57575757575758), np.float64(92.65811965811967), np.float64(177.63793103448276), np.float64(1.8732607380520268), np.float64(4.999333999334), np.float64(1.8800256287041488), np.float64(1.8479794076591023), np.float64(3.2083333333333335), np.float64(1.8194945848375452), np.float64(5.005446623093682), np.float64(22.64873796346755), np.float64(124.16921921921922), np.float64(176.81818181818178), np.float64(4.941123442621077), np.float64(5.193265993265993), np.float64(5.230010649498506), np.float64(165.21423350328016), np.float64(5.044009276394071), np.float64(1.7901234567901234), np.float64(5.121587106102884), np.float64(1.7858585858585858), np.float64(192.8888888888889), np.float64(157.86960503264854), np.float64(22.599032127395745), np.float64(22.70682715228895), np.float64(14.607843137254903), np.float64(1.8462401795735126), np.float64(174.975), np.float64(4.116666666666666), np.float64(18.7986531986532), np.float64(1.8266887085253602), np.float64(186.69696969696972), np.float64(1.9155898192552823), np.float64(1.8052328912530833), np.float64(114.58333333333333), np.float64(1.8), np.float64(4.058053402239449), np.float64(1.8589139744571412), np.float64(23.986773496136284), np.float64(1.7185087084656667), np.float64(5.249115646258503), np.float64(1.905587456952402), np.float64(24.044606254284815), np.float64(3.0833333333333335), np.float64(107.66666666666667), np.float64(5.203577626485115), np.float64(39.990196078431374), np.float64(166.32558139534885), np.float64(4.1499999999999995), np.float64(1.8489469862018881), np.float64(5.21979797979798), np.float64(1.9038383838383839), np.float64(40.73303330707743), np.float64(1.8799785587547795), np.float64(1.8968465476684653), np.float64(202.31060606060603), np.float64(152.18865924748278), np.float64(62.416666666666664), np.float64(1.866618601297765), np.float64(5.13428514090122), np.float64(18.621071309103073), np.float64(5.236725652413379), np.float64(5.198239640562097), np.float64(5.174493386724912), np.float64(5.17592519827692), np.float64(4.964900646265273), np.float64(1.8582962938626342), np.float64(1.8432098765432101), np.float64(4.336635586635587), np.float64(1.8773377337733776), np.float64(1.8732933732933734), np.float64(22.324981844589686), np.float64(22.654139433551197), np.float64(5.155491468397019), np.float64(180.24886877828052), np.float64(169.82458492975732), np.float64(3.9411764705882355), np.float64(1.8458605664488017), np.float64(1.8385577344168913), np.float64(1.8306100217864925), np.float64(5.140653357531761), np.float64(1.7911804781369998), np.float64(162.0), np.float64(1.7129706152433426), np.float64(1.9236536094876142), np.float64(5.173603036462851), np.float64(22.59150326797386), np.float64(184.86666666666667), np.float64(1.7893411144205187), np.float64(23.202003116557687), np.float64(16.46759259259259), np.float64(18.000000000000004), np.float64(22.99813573605354), np.float64(200.60444444444445), np.float64(5.2495595066474445), np.float64(5.187254017362308), np.float64(1.6413016802930471), np.float64(1.7983701751817696), np.float64(17.325), np.float64(5.039173275654891), np.float64(16.638888888888886), np.float64(3.2499999999999996), np.float64(1.757037037037037), np.float64(161.41203703703704), np.float64(3.6904761904761902), np.float64(127.55015015015015), np.float64(1.8418761476013386), np.float64(5.126719155659682), np.float64(177.0), np.float64(1.8022222222222222), np.float64(32.70982905982906), np.float64(1.7412755716004813), np.float64(3.826376780005812), np.float64(17.573643410852714), np.float64(5.229371608866777), np.float64(4.562962962962963), np.float64(1.8357021754184875), np.float64(1.8308230297757477), np.float64(3.511111111111111), np.float64(5.182764696460035), np.float64(42.848281776922555), np.float64(37.67361111111111), np.float64(1.8235631840255129), np.float64(1.8699633699633702), np.float64(5.117710437710438), np.float64(174.83157894736846), np.float64(1.8703703703703702), np.float64(4.1088654637041735), np.float64(1.889689978370584), np.float64(1.9240301724137934), np.float64(209.66666666666666), np.float64(1.5999999999999999), np.float64(3.5714285714285716), np.float64(1.711664860593329), np.float64(1.7540740740740741), np.float64(1.8981948396140924), np.float64(5.1900801297559935), np.float64(1.9194416414396231), np.float64(172.7286821705426), np.float64(201.67499999999998), np.float64(181.46909041394338), np.float64(5.080459770114943), np.float64(1.8841686590317572), np.float64(1.9141496598639456), np.float64(121.62222222222222), np.float64(1.8373275236020337), np.float64(5.256640873224496), np.float64(4.257575757575758), np.float64(5.091202865217021), np.float64(5.06140350877193), np.float64(168.02267573696147), np.float64(15.333333333333334), np.float64(19.176136363636363), np.float64(1.8972403776325344), np.float64(203.52107279693487), np.float64(188.80447154471543), np.float64(4.0), np.float64(1.8693619361936193), np.float64(3.8333333333333335), np.float64(3.5555555555555554), np.float64(42.66775599128541), np.float64(1.8481449409901292), np.float64(1.808080808080808), np.float64(4.193186217576462), np.float64(177.53935185185185), np.float64(3.9583333333333335)]
2.0,[np.float64(5.1644462859191895), np.float64(14.36231884057971), np.float64(19.43470790378007), np.float64(28.623825449912406), np.float64(224.40044913871984), np.float64(23.138151721371752), np.float64(14.403508771929824), np.float64(13.543859649122808), np.float64(23.508636268647262), np.float64(23.558628433513974), np.float64(5.204351761914259), np.float64(17.891156462585034), np.float64(6.666666666666667), np.float64(23.469643546653902), np.float64(3.927536231884057), np.float64(3.2694444444444444), np.float64(19.626436781609197), np.float64(130.68115942028984), np.float64(5.129938936781609), np.float64(3.681818181818182), np.float64(17.122448979591837), np.float64(177.2777777777778), np.float64(5.174723443560885), np.float64(5.216484946683188), np.float64(236.67297183055666), np.float64(5.20260697860605), np.float64(1.9359282396283837), np.float64(31.041666666666668), np.float64(26.976190476190478), np.float64(5.248925877621184), np.float64(21.69047619047619), np.float64(19.860050890585242), np.float64(30.454545454545453), np.float64(4.181818181818182), np.float64(15.422222222222224), np.float64(150.5), np.float64(166.7246376811594), np.float64(21.547619047619047), np.float64(1.4166666666666667), np.float64(23.055584935771208), np.float64(226.52142306959698), np.float64(18.848101265822784), np.float64(3.893939393939394), np.float64(24.201709401709405), np.float64(5.216454435488399), np.float64(19.859106529209622), np.float64(5.143761648160826), np.float64(31.0), np.float64(12.555555555555557), np.float64(1.6190476190476188), np.float64(16.656462585034014), np.float64(27.0), np.float64(1.948744700198182), np.float64(23.67875764856285), np.float64(9.0), np.float64(16.14625850340136), np.float64(22.846950107091118), np.float64(5.194168942071186), np.float64(26.901960784313726), np.float64(28.430555555555557), np.float64(19.38532110091743), np.float64(16.340277777777775), np.float64(18.105263157894736), np.float64(14.261904761904765), np.float64(5.14965456775965), np.float64(20.32199546485261), np.float64(12.607843137254903), np.float64(14.472222222222221), np.float64(14.200000000000001), np.float64(16.5), np.float64(16.187084520417855), np.float64(148.45238095238096), np.float64(14.583333333333334), np.float64(5.205264043054154), np.float64(150.89855072463766), np.float64(5.1428357650579875), np.float64(221.82811230873733), np.float64(123.21739130434781), np.float64(27.311111111111114), np.float64(23.709498632741997), np.float64(230.1788793103448), np.float64(20.00952380952381), np.float64(4.092173913043478), np.float64(9.823529411764707), np.float64(17.645833333333332), np.float64(3.9901515151515152), np.float64(19.257575757575754), np.float64(5.197140953855039), np.float64(148.58333333333334), np.float64(9.083333333333334), np.float64(3.96969696969697), np.float64(14.394444444444446), np.float64(9.575757575757576), np.float64(23.243160174299238), np.float64(15.596491228070173), np.float64(5.159285159285159), np.float64(23.72036901176088), np.float64(19.814814814814813), np.float64(7.0), np.float64(13.857142857142856), np.float64(15.09259259259259), np.float64(22.019607843137255), np.float64(10.19047619047619), np.float64(17.25)]
5.0,[np.float64(18.738827270920293), np.float64(12.0), np.float64(14.420289855072463), np.float64(233.47277356979717), np.float64(14.411764705882353), np.float64(21.25), np.float64(13.296296296296296), np.float64(3.0), np.float64(12.15151515151515), np.float64(236.22623824262772), np.float64(3.6666666666666665), np.float64(32.68148148148148), np.float64(145.7777777777778), np.float64(35.38235294117647), np.float64(22.953046953046954), np.float64(13.044444444444444), np.float64(3.0), np.float64(139.2777777777778), np.float64(2.4166666666666665), np.float64(2.8333333333333335), np.float64(103.15686274509805), np.float64(14.19047619047619), np.float64(24.25), np.float64(29.888888888888886), np.float64(11.606060606060607), np.float64(13.738095238095239), np.float64(236.13243191375182), np.float64(15.513888888888888), np.float64(37.13888888888889), np.float64(33.03921568627451), np.float64(37.492248062015506), np.float64(237.09922637066936), np.float64(25.222222222222225), np.float64(36.88444444444445), np.float64(2.6944444444444446), np.float64(3.1666666666666665)]
10.0,[np.float64(10.333333333333334), np.float64(23.68108396742758), np.float64(46.812659932659926), np.float64(223.02356902356902), np.float64(182.26027397260273), np.float64(23.44857914664752), np.float64(173.7020202020202), np.float64(233.82652570879387), np.float64(45.43706293706293), np.float64(199.49064798643113), np.float64(23.437367813776863), np.float64(40.61505616579637), np.float64(23.340410624308756), np.float64(195.5252525252525), np.float64(46.561028453786854), np.float64(22.264402264402264), np.float64(44.61968563955063), np.float64(19.081967213114755), np.float64(34.583333333333336), np.float64(209.78990103141908), np.float64(46.45399045399045), np.float64(214.57450821880892), np.float64(23.890199637023596), np.float64(216.30501089324616), np.float64(114.0), np.float64(44.82273556367759), np.float64(38.875), np.float64(14.531746031746032), np.float64(147.76515151515153), np.float64(194.67499999999998), np.float64(36.1037037037037), np.float64(216.24663914699173), np.float64(47.103452103452106), np.float64(199.4719411260064), np.float64(200.91851851851854), np.float64(43.60588067557012), np.float64(46.32725389931636), np.float64(159.40277777777774), np.float64(42.2061294407115), np.float64(227.83416583416582), np.float64(47.57874070276036), np.float64(23.399967964119814), np.float64(238.65704314814627), np.float64(46.44962357840782), np.float64(47.651924762769085), np.float64(13.333333333333334), np.float64(22.829866931940206), np.float64(47.181969503416894), np.float64(46.94060435101871), np.float64(46.97524633501562), np.float64(45.764735264735265), np.float64(148.49074074074073), np.float64(123.18518518518518), np.float64(48.084277155168195), np.float64(136.52777777777777), np.float64(187.82880583044764), np.float64(33.12745098039216), np.float64(23.349071389198684), np.float64(41.458333333333336), np.float64(162.51092896174862), np.float64(237.53273475495698), np.float64(181.49726775956285), np.float64(35.09455793002305), np.float64(33.59111111111111), np.float64(33.69920634920635), np.float64(23.143246187363832), np.float64(46.976421402792745), np.float64(45.398064125831816), np.float64(48.28476269518854), np.float64(43.42962962962963), np.float64(230.8395825749302), np.float64(30.666666666666668), np.float64(44.258591684691176), np.float64(38.79555555555556), np.float64(46.97317954983891), np.float64(217.09621364383966), np.float64(40.02020202020202), np.float64(47.481247127775184), np.float64(35.13597883597884), np.float64(47.947743248242695), np.float64(218.63616557734204), np.float64(31.047811447811444), np.float64(23.49122807017544), np.float64(42.47412080384735), np.float64(43.33815536579737), np.float64(23.461085647586874), np.float64(223.29531317187335), np.float64(232.11339252682205), np.float64(44.97037037037037), np.float64(208.66357440642398), np.float64(205.16094276094273), np.float64(42.41881411258952), np.float64(23.3813532321462), np.float64(38.425), np.float64(36.08749681690858), np.float64(3.0), np.float64(220.29841517004482), np.float64(17.8), np.float64(39.474074074074075), np.float64(47.251355890124124), np.float64(105.36111111111113), np.float64(46.319231293541065), np.float64(151.62100456621002), np.float64(47.67980022197559), np.float64(43.90374776680206), np.float64(37.76584967320262), np.float64(16.37878787878788), np.float64(175.69333333333336), np.float64(23.263855578727842), np.float64(22.653538247277954), np.float64(43.459603079668874), np.float64(48.1769387755102), np.float64(47.87630339724185), np.float64(35.896151996152), np.float64(32.532467532467535), np.float64(107.38095238095237), np.float64(22.326866073834548), np.float64(29.72933356554046), np.float64(47.07692677499355), np.float64(18.415077259904844), np.float64(195.49097472924186), np.float64(37.233551977738024), np.float64(22.59694989106754), np.float64(29.25757575757576), np.float64(23.4825790949139), np.float64(47.01503697712004), np.float64(131.64285714285714), np.float64(23.127337733773377), np.float64(73.91666666666667), np.float64(188.7142857142857), np.float64(204.86522262334537), np.float64(46.17762817517343), np.float64(47.797533237225686), np.float64(43.11165577342049), np.float64(161.7361111111111), np.float64(30.594753672078152), np.float64(129.41666666666666), np.float64(176.58447488584477), np.float64(113.0), np.float64(46.59137994820569), np.float64(47.51545270624823), np.float64(153.98611111111111), np.float64(80.93939393939395), np.float64(85.33333333333333), np.float64(236.10578231292516), np.float64(145.06802721088434), np.float64(25.259259259259256), np.float64(133.22727272727272), np.float64(237.14743222557686), np.float64(113.0), np.float64(46.71835700616026), np.float64(24.229742357495663), np.float64(23.364200510955417), np.float64(46.68037859483073), np.float64(231.76251501802165), np.float64(22.82009424824447), np.float64(47.301155115511555), np.float64(48.07438848823707), np.float64(116.81481481481482), np.float64(234.77300477300477), np.float64(91.91666666666667), np.float64(236.15020347761745), np.float64(129.65151515151516), np.float64(23.987805167556377), np.float64(20.289330447898223), np.float64(47.44802287046528), np.float64(34.75607931163487), np.float64(46.427991068692336), np.float64(226.66127366758988), np.float64(236.3595211372989), np.float64(38.75555555555555), np.float64(30.75757575757576), np.float64(25.52857142857143), np.float64(117.25), np.float64(34.86363636363637), np.float64(103.73684210526316), np.float64(36.46367521367521), np.float64(44.3525925925926), np.float64(198.8237514292516), np.float64(37.606060606060616), np.float64(39.41333333333333), np.float64(47.2952602952603), np.float64(45.248366013071895), np.float64(39.30081300813008), np.float64(48.289591836734694), np.float64(233.50273101384212), np.float64(47.86753163543168), np.float64(48.260340136054424), np.float64(238.87258250742016), np.float64(201.76029067533102), np.float64(36.71542800471084), np.float64(197.5277777777778), np.float64(21.75111111111111), np.float64(21.576520515845786), np.float64(233.15292517006802), np.float64(46.06535319557904), np.float64(47.81899741028487), np.float64(102.90196078431372), np.float64(233.24167601945376), np.float64(41.55350877192982), np.float64(24.078070987881432), np.float64(41.90865945326457), np.float64(45.83060824885623), np.float64(35.463157894736845), np.float64(162.9097222222222), np.float64(182.9573994820753), np.float64(214.20981727021993), np.float64(47.2592444266453), np.float64(48.06299309967857), np.float64(23.212521692697905), np.float64(22.40362435385443)]
