num_agents,edge_density,graph_type,dsa_threshold,num_actions,num_iterations,cost_range,y
25,0.25,complete,0.75,5,1000,51,19.946666666666665
90,0.25,complete,0.75,10,1000,11,5.248751248751248
50,0.1,barabasi_albert,0.75,3,50,11,4.148148148148148
50,0.99,barabasi_albert,0.25,4,50,51,23.701754385964914
90,0.5,complete,0.1,9,500,101,49.497335997335995
90,0.1,barabasi_albert,0.5,6,500,101,30.745098039215687
90,0.5,complete,0.99,8,500,51,23.866966366966366
100,0.25,complete,0.1,10,1000,11,5.355429803287524
50,0.25,complete,0.5,4,100,51,23.765795206971678
10,0.9,erdos_renyi,0.99,10,200,101,39.46880268973292
90,0.5,erdos_renyi,0.1,3,200,11,5.472889647138899
25,0.5,complete,0.75,7,200,11,4.964444444444445
100,0.25,erdos_renyi,0.1,3,500,101,49.902541482426784
10,0.99,complete,0.25,5,1000,501,211.88636363636363
90,0.99,complete,0.75,5,1000,101,48.594096871846624
100,0.1,barabasi_albert,0.25,7,500,4,1.631578947368421
50,0.9,erdos_renyi,0.75,8,500,51,24.43696222048408
75,0.75,complete,0.25,10,200,11,5.389235944257568
75,0.99,complete,0.25,8,50,501,245.7012498483194
50,0.25,barabasi_albert,0.9,7,200,4,1.2916666666666667
10,0.5,barabasi_albert,0.5,8,50,11,3.5416666666666665
100,0.99,complete,0.5,5,1000,4,1.9689795918367345
25,0.5,erdos_renyi,0.9,4,100,501,207.53278156489117
90,0.5,barabasi_albert,0.9,2,500,101,38.08712121212122
10,0.99,erdos_renyi,0.5,3,500,51,20.303703703703704
90,0.1,barabasi_albert,0.99,9,1000,51,13.176470588235295
90,0.99,barabasi_albert,0.5,8,100,11,5.026819923371647
100,0.9,barabasi_albert,0.9,9,200,501,213.25378787878788
100,0.1,erdos_renyi,0.99,8,100,51,22.30170544204582
25,0.1,barabasi_albert,0.9,5,100,101,19.0
75,0.9,barabasi_albert,0.9,9,200,4,1.7353689567430024
90,0.25,erdos_renyi,0.25,3,100,4,1.9726059488181418
50,0.9,complete,0.99,8,100,4,1.8962492437991532
50,0.99,erdos_renyi,0.9,8,50,51,24.137383537743542
50,0.5,erdos_renyi,0.25,8,50,501,241.8197157467606
90,0.25,complete,0.99,6,200,4,1.8371628371628372
10,0.75,barabasi_albert,0.9,10,100,51,17.444444444444446
100,0.5,complete,0.9,8,500,4,1.9310437710437711
25,0.25,erdos_renyi,0.99,5,1000,501,178.71964788732396
75,0.5,erdos_renyi,0.1,9,1000,501,243.1564246379404
25,0.1,complete,0.1,7,1000,501,191.04444444444445
90,0.5,barabasi_albert,0.75,3,1000,101,39.928030303030305
90,0.25,complete,0.99,9,50,11,5.168831168831169
25,0.99,complete,0.75,10,50,4,1.8956228956228955
75,0.1,barabasi_albert,0.75,3,200,51,17.285714285714285
25,0.5,barabasi_albert,0.25,3,200,501,205.69565217391303
100,0.75,complete,0.75,2,1000,4,1.949443247126437
75,0.75,complete,0.9,9,50,101,48.86769181483262
100,0.5,erdos_renyi,0.5,9,200,101,49.255211337650145
100,0.99,erdos_renyi,0.75,8,200,101,49.19066015703564
100,0.75,barabasi_albert,0.5,8,1000,11,4.916099773242631
25,0.5,complete,0.25,6,200,501,228.4333333333333
25,0.5,barabasi_albert,0.75,3,100,101,36.94202898550725
25,0.1,erdos_renyi,0.5,6,200,4,1.671269568835492
25,0.9,barabasi_albert,0.25,3,100,11,4.585365853658536
75,0.99,complete,0.9,5,500,4,1.9159082635602476
25,0.25,complete,0.75,6,50,501,208.5822222222222
75,0.5,complete,0.75,8,50,101,48.29103580869983
10,0.5,erdos_renyi,0.25,3,50,11,4.5170217209690895
10,0.99,complete,0.75,2,1000,4,1.7424242424242424
90,0.9,complete,0.5,10,200,11,5.387162412134665
90,0.99,complete,0.25,10,1000,501,245.68171880255633
50,0.5,complete,0.25,2,100,11,5.504901960784314
100,0.75,erdos_renyi,0.5,8,500,501,244.81526238582686
75,0.1,barabasi_albert,0.99,3,100,11,3.285714285714286
50,0.9,barabasi_albert,0.9,3,500,11,4.089147286821706
50,0.9,complete,0.99,6,500,51,23.675741076830008
100,0.1,complete,0.9,3,1000,51,21.673400673400675
100,0.5,complete,0.1,2,200,101,51.780336700336704
100,0.5,erdos_renyi,0.5,6,200,4,1.95584134280948
100,0.5,barabasi_albert,0.1,4,500,4,1.9081632653061227
25,0.9,erdos_renyi,0.75,5,200,51,23.22179868817024
75,0.75,barabasi_albert,0.75,10,1000,501,205.40672782874617
75,0.99,complete,0.99,10,50,51,24.64057759980585
90,0.1,erdos_renyi,0.1,9,200,11,5.290479157571476
100,0.75,complete,0.5,5,500,4,1.9654274425287355
100,0.25,erdos_renyi,0.25,5,50,501,246.55783648488443
100,0.99,complete,0.5,4,50,4,1.9734693877551022
25,0.1,complete,0.9,4,50,4,1.5333333333333332
25,0.99,complete,0.75,4,500,501,227.55667789001123
50,0.9,barabasi_albert,0.99,7,500,51,19.445736434108525
50,0.9,erdos_renyi,0.25,7,1000,11,5.313415883817193
10,0.25,complete,0.9,4,1000,4,1.303030303030303
10,0.1,complete,0.25,10,100,101,29.083333333333332
10,0.99,complete,0.99,2,200,51,21.068181818181817
25,0.99,barabasi_albert,0.5,7,50,11,4.777777777777778
100,0.25,complete,0.25,10,500,4,1.956345998383185
100,0.5,erdos_renyi,0.75,10,50,101,48.81467836036129
50,0.1,barabasi_albert,0.25,9,500,101,32.44444444444445
100,0.9,erdos_renyi,0.99,3,500,101,47.233579630667144
75,0.5,barabasi_albert,0.1,4,50,101,47.96803652968037
100,0.5,complete,0.9,7,1000,501,237.1524579124579
10,0.25,erdos_renyi,0.99,7,200,11,3.2117327117327115
50,0.5,erdos_renyi,0.99,4,100,51,22.293025614836736
90,0.25,erdos_renyi,0.9,3,1000,11,4.954469511805665
50,0.99,complete,0.99,7,100,101,47.75522552255225
75,0.75,erdos_renyi,0.1,2,500,4,2.0381517424386804
25,0.1,barabasi_albert,0.9,2,1000,51,10.333333333333334
90,0.5,erdos_renyi,0.5,2,50,4,1.9757532611384583
10,0.9,barabasi_albert,0.1,9,200,11,4.4523809523809526
90,0.1,erdos_renyi,0.75,10,50,101,46.677045577215516
25,0.9,complete,0.25,10,50,4,1.9395061728395062
25,0.1,complete,0.1,5,50,51,22.48888888888889
90,0.9,erdos_renyi,0.75,3,1000,101,48.38869682142455
100,0.9,erdos_renyi,0.25,5,500,501,246.24234997756548
25,0.1,erdos_renyi,0.1,9,50,4,1.8697624955689474
90,0.5,barabasi_albert,0.9,8,50,101,40.708333333333336
25,0.9,erdos_renyi,0.99,2,50,501,221.07214965071213
25,0.99,barabasi_albert,0.5,2,1000,51,23.637037037037036
100,0.99,barabasi_albert,0.75,4,1000,4,1.731958762886598
100,0.9,complete,0.25,3,100,4,1.9877291432846989
90,0.99,barabasi_albert,0.99,2,1000,501,189.51915708812263
10,0.25,barabasi_albert,0.75,7,50,101,21.583333333333332
90,0.99,erdos_renyi,0.25,3,1000,51,25.227563665110285
25,0.99,erdos_renyi,0.99,8,100,51,22.64227996554619
50,0.9,erdos_renyi,0.1,4,50,101,49.747923233470296
50,0.75,barabasi_albert,0.25,4,50,11,5.0
100,0.25,complete,0.9,2,500,11,5.091350040420372
100,0.75,erdos_renyi,0.1,7,500,501,247.21491468408786
10,0.1,erdos_renyi,0.1,8,1000,4,1.3222222222222222
25,0.25,erdos_renyi,0.9,2,500,501,206.9732617775321
90,0.1,erdos_renyi,0.75,9,200,11,5.062846138274243
50,0.99,barabasi_albert,0.25,8,500,501,221.42807017543862
100,0.75,barabasi_albert,0.9,5,1000,51,20.086167800453513
90,0.5,complete,0.1,9,200,501,246.57425907425906
50,0.5,complete,0.75,9,50,11,5.287037037037037
25,0.99,complete,0.25,8,200,51,23.98428731762065
100,0.5,erdos_renyi,0.99,8,100,501,237.5977096094
50,0.5,barabasi_albert,0.75,2,1000,51,19.243055555555554
25,0.1,complete,0.25,6,50,4,1.7999999999999998
50,0.75,barabasi_albert,0.75,9,100,51,21.884259259259263
100,0.75,erdos_renyi,0.99,5,1000,11,5.183628871068894
100,0.99,erdos_renyi,0.1,6,1000,501,246.86447980665108
90,0.75,complete,0.75,5,100,501,240.67665667665668
90,0.25,erdos_renyi,0.75,6,1000,4,1.8884644946129623
90,0.75,erdos_renyi,0.25,2,500,11,5.526293785901181
90,0.9,barabasi_albert,0.1,7,50,11,5.156118143459916
50,0.9,barabasi_albert,0.9,4,100,101,37.51162790697674
75,0.1,erdos_renyi,0.9,6,500,501,214.44610934361506
10,0.99,barabasi_albert,0.9,9,200,51,18.8
50,0.99,complete,0.75,8,1000,11,5.25
100,0.25,erdos_renyi,0.9,5,50,501,231.6596123998298
50,0.5,erdos_renyi,0.5,7,50,501,241.144666068658
10,0.25,erdos_renyi,0.1,2,50,51,24.777777777777782
100,0.1,erdos_renyi,0.1,6,100,101,48.10756952381072
25,0.5,barabasi_albert,0.1,10,500,11,4.246376811594203
50,0.75,erdos_renyi,0.9,2,1000,4,1.887283438311932
10,0.5,barabasi_albert,0.99,4,200,11,2.5833333333333335
90,0.75,erdos_renyi,0.5,9,1000,4,1.9550473817911855
100,0.99,complete,0.99,3,50,11,5.213333333333334
25,0.75,erdos_renyi,0.1,5,200,501,237.90340790881442
90,0.1,erdos_renyi,0.75,3,200,4,1.8214000150519105
75,0.1,erdos_renyi,0.5,8,100,501,234.58120105503906
10,0.5,barabasi_albert,0.99,9,50,501,103.70833333333333
25,0.25,erdos_renyi,0.25,3,500,51,23.197062551168212
50,0.25,barabasi_albert,0.1,8,50,4,1.8055555555555554
50,0.75,complete,0.1,3,500,51,25.219317356572258
100,0.75,barabasi_albert,0.9,5,200,101,39.60997732426304
75,0.75,complete,0.99,9,1000,501,233.26846067595707
10,0.9,complete,0.99,8,50,51,20.7
90,0.25,barabasi_albert,0.1,4,100,4,1.8484848484848486
90,0.25,erdos_renyi,0.1,9,500,11,5.352263822711804
25,0.5,erdos_renyi,0.9,9,200,51,22.826984640759264
25,0.9,complete,0.25,5,500,101,47.86666666666667
50,0.9,complete,0.5,6,1000,11,5.290078644888083
75,0.25,complete,0.25,10,500,501,238.984607984608
100,0.5,erdos_renyi,0.25,3,100,51,25.23911423694693
100,0.75,complete,0.5,6,50,501,245.84446839080462
10,0.9,complete,0.75,7,50,501,198.7166666666667
10,0.5,barabasi_albert,0.9,10,500,501,154.25
90,0.25,erdos_renyi,0.1,10,100,101,49.4367071982795
50,0.25,complete,0.1,4,500,11,5.294117647058823
10,0.1,barabasi_albert,0.99,7,100,11,1.3333333333333333
50,0.1,barabasi_albert,0.1,5,500,51,15.222222222222223
10,0.9,erdos_renyi,0.5,4,200,11,4.681259968102073
50,0.99,barabasi_albert,0.5,7,1000,11,4.824561403508772
25,0.75,complete,0.25,9,200,51,23.928888888888892
100,0.25,complete,0.99,10,200,4,1.8957154405820533
25,0.75,complete,0.1,9,200,4,1.9155555555555555
10,0.1,erdos_renyi,0.75,5,1000,4,1.0833333333333333
50,0.25,barabasi_albert,0.75,3,200,11,3.986111111111111
50,0.5,complete,0.9,2,1000,4,1.8730936819172115
100,0.1,barabasi_albert,0.1,4,1000,501,180.35087719298247
75,0.5,erdos_renyi,0.75,4,100,101,47.70599646464259
50,0.99,erdos_renyi,0.25,4,1000,4,1.9498835539785164
90,0.75,barabasi_albert,0.1,3,1000,101,48.71212121212121
90,0.25,erdos_renyi,0.75,9,1000,4,1.9147372947594377
75,0.1,erdos_renyi,0.25,10,1000,11,5.12337612605726
100,0.9,complete,0.1,7,100,101,50.08514777403666
100,0.9,barabasi_albert,0.75,8,200,101,44.05492424242424
75,0.9,barabasi_albert,0.1,4,500,4,1.9134860050890588
75,0.25,barabasi_albert,0.5,8,100,11,4.611111111111112
90,0.1,erdos_renyi,0.5,10,500,11,5.168571167235009
100,0.9,complete,0.25,8,100,101,49.72398054620277
10,0.25,complete,0.25,10,50,501,154.0909090909091
75,0.75,complete,0.1,8,200,101,49.39772545250681
25,0.9,erdos_renyi,0.75,5,50,501,232.03658887928552
25,0.25,barabasi_albert,0.25,6,200,51,16.06060606060606
50,0.1,complete,0.25,3,200,51,23.439890710382514
50,0.99,erdos_renyi,0.75,5,50,4,1.9364730601946645
100,0.25,erdos_renyi,0.1,2,500,101,52.27930348262827
10,0.1,erdos_renyi,0.9,4,500,101,17.222222222222225
75,0.1,erdos_renyi,0.25,2,500,501,252.73240296118448
100,0.9,erdos_renyi,0.1,9,100,4,1.974267934254364
75,0.9,barabasi_albert,0.1,2,100,4,2.137404580152672
25,0.9,barabasi_albert,0.75,10,1000,101,38.130081300813
10,0.9,barabasi_albert,0.25,3,50,101,36.976190476190474
75,0.1,complete,0.75,6,100,4,1.815884476534296
75,0.9,complete,0.5,10,50,51,25.02135896409024
90,0.75,barabasi_albert,0.75,9,50,4,1.8055555555555554
100,0.9,barabasi_albert,0.5,2,500,11,5.166666666666667
10,0.75,erdos_renyi,0.1,7,50,11,4.8087067330488384
100,0.25,erdos_renyi,0.1,2,200,501,264.50096042462314
90,0.5,barabasi_albert,0.1,3,200,101,49.81818181818181
50,0.75,complete,0.5,10,500,501,241.68336964415394
100,0.5,complete,0.99,7,50,501,237.566734006734
75,0.75,complete,0.9,8,1000,501,237.2272945699183
10,0.75,complete,0.1,5,100,11,4.737373737373737
75,0.75,complete,0.1,7,200,101,49.400448502322604
10,0.99,erdos_renyi,0.5,2,1000,11,4.992592592592593
10,0.1,complete,0.1,7,50,51,18.833333333333332
25,0.25,complete,0.25,3,200,101,44.96
10,0.25,barabasi_albert,0.99,3,500,501,169.08333333333334
100,0.5,barabasi_albert,0.1,5,200,4,1.8741496598639458
50,0.75,complete,0.5,3,1000,11,5.25998547567175
10,0.25,erdos_renyi,0.25,2,1000,4,1.75
75,0.5,complete,0.1,6,500,101,49.061763999038696
75,0.5,erdos_renyi,0.99,8,500,11,5.1823406182993645
75,0.1,erdos_renyi,0.5,10,50,101,46.44998800756725
100,0.1,erdos_renyi,0.99,3,200,51,20.622381500676397
10,0.25,erdos_renyi,0.5,3,100,4,1.5521885521885521
50,0.99,complete,0.75,5,1000,4,1.9216171617161717
90,0.5,barabasi_albert,0.25,9,100,51,22.484848484848484
10,0.5,erdos_renyi,0.9,9,1000,501,170.0708695652174
90,0.25,complete,0.1,8,1000,11,5.306360306360307
10,0.9,complete,0.1,2,500,101,48.991666666666674
100,0.9,erdos_renyi,0.99,7,50,51,24.534563193038768
25,0.75,barabasi_albert,0.99,3,200,51,18.34313725490196
90,0.5,barabasi_albert,0.1,3,100,51,24.689393939393938
50,0.25,erdos_renyi,0.9,3,1000,4,1.7562317363290842
75,0.1,erdos_renyi,0.9,9,50,501,227.39624614180033
100,0.99,erdos_renyi,0.5,8,200,101,49.57040269676099
100,0.5,barabasi_albert,0.75,2,50,4,1.7380952380952381
50,0.1,barabasi_albert,0.5,10,500,11,3.5185185185185186
90,0.1,complete,0.99,4,50,51,20.40416666666667
25,0.75,complete,0.1,6,100,101,48.300740740740736
50,0.5,barabasi_albert,0.9,7,200,501,176.7847222222222
100,0.9,erdos_renyi,0.75,2,1000,501,241.04690399969346
50,0.1,barabasi_albert,0.75,8,500,11,3.074074074074074
10,0.9,erdos_renyi,0.75,7,200,11,4.752122554448136
75,0.5,erdos_renyi,0.99,4,50,11,5.034095737361267
50,0.75,barabasi_albert,0.9,5,500,101,38.2037037037037
10,0.25,barabasi_albert,0.75,7,500,101,18.0
50,0.5,barabasi_albert,0.75,4,50,4,1.625
100,0.1,erdos_renyi,0.9,4,500,11,4.758244950926047
100,0.75,complete,0.9,4,200,101,47.65535201149425
100,0.25,erdos_renyi,0.9,3,200,501,225.086360041528
75,0.5,barabasi_albert,0.75,2,1000,11,4.452054794520548
50,0.9,erdos_renyi,0.5,6,50,101,49.13111462031395
10,0.1,erdos_renyi,0.5,8,50,11,2.4166666666666665
50,0.75,erdos_renyi,0.25,7,50,11,5.351725824859785
10,0.75,complete,0.75,5,200,4,1.6767676767676767
50,0.25,barabasi_albert,0.1,7,100,101,40.75
90,0.99,erdos_renyi,0.9,6,100,101,48.2453241048153
100,0.25,complete,0.1,10,200,501,244.81164106709784
75,0.75,complete,0.75,2,100,4,1.9500240269101397
50,0.75,complete,0.25,3,200,11,5.372549019607843
50,0.9,erdos_renyi,0.75,8,500,101,47.92662735128598
90,0.25,barabasi_albert,0.5,10,50,101,43.8560606060606
10,0.1,barabasi_albert,0.1,3,1000,101,11.0
25,0.9,erdos_renyi,0.99,6,100,51,22.484559286453816
75,0.5,erdos_renyi,0.5,4,500,11,5.308020285097925
50,0.9,erdos_renyi,0.9,5,50,11,5.182520118765946
75,0.9,erdos_renyi,0.1,10,500,11,5.336156665867363
100,0.25,erdos_renyi,0.75,4,50,4,1.9141971257613886
25,0.9,erdos_renyi,0.99,2,100,11,5.027157783609922
10,0.75,barabasi_albert,0.25,6,1000,11,3.8333333333333335
25,0.9,barabasi_albert,0.9,5,100,501,196.41463414634146
50,0.5,erdos_renyi,0.1,3,1000,4,1.9587380628342428
25,0.9,erdos_renyi,0.75,3,200,51,22.718144971729874
90,0.25,erdos_renyi,0.99,3,500,501,216.93164321975985
90,0.5,erdos_renyi,0.99,4,500,101,45.91718410430309
90,0.9,complete,0.1,5,100,11,5.446263411024788
25,0.1,erdos_renyi,0.75,8,100,11,4.223765432098766
100,0.75,complete,0.5,2,500,51,24.98060344827586
100,0.9,erdos_renyi,0.1,5,1000,101,49.96384081961739
75,0.1,barabasi_albert,0.1,9,100,501,194.35714285714286
10,0.1,complete,0.75,10,500,501,116.25
90,0.1,complete,0.5,8,50,501,236.90916666666666
10,0.9,erdos_renyi,0.5,5,200,101,41.11222639149469
10,0.5,barabasi_albert,0.9,10,50,51,15.5
50,0.25,barabasi_albert,0.75,9,1000,51,16.916666666666668
90,0.99,erdos_renyi,0.99,8,100,51,24.533945911727557
25,0.5,complete,0.99,10,200,11,4.8533333333333335
90,0.9,erdos_renyi,0.5,3,200,501,242.34266248562878
50,0.1,barabasi_albert,0.75,5,200,11,2.9629629629629632
75,0.1,erdos_renyi,0.5,9,500,101,46.412363876504536
25,0.75,erdos_renyi,0.99,3,1000,4,1.7582012026062246
50,0.5,complete,0.1,7,100,501,240.7363834422658
50,0.25,erdos_renyi,0.5,8,200,11,5.114608669736917
50,0.5,erdos_renyi,0.9,4,1000,101,44.987931404834576
25,0.99,barabasi_albert,0.99,3,50,51,19.311111111111114
50,0.1,barabasi_albert,0.99,6,50,501,130.96296296296296
75,0.5,erdos_renyi,0.99,9,1000,11,5.127226004296029
25,0.5,erdos_renyi,0.75,10,200,51,22.72570531388509
25,0.1,barabasi_albert,0.9,2,100,51,15.166666666666666
25,0.99,complete,0.25,9,50,4,1.930415263748597
10,0.99,barabasi_albert,0.99,6,100,501,170.7777777777778
50,0.1,barabasi_albert,0.1,7,50,101,37.888888888888886
50,0.75,barabasi_albert,0.99,7,100,51,18.72685185185185
90,0.5,complete,0.9,3,50,51,23.79270729270729
50,0.5,erdos_renyi,0.99,10,1000,51,23.09456001397807
50,0.5,erdos_renyi,0.25,4,200,11,5.301364000056533
50,0.5,barabasi_albert,0.25,6,200,11,4.916666666666667
25,0.25,erdos_renyi,0.5,3,50,501,224.74837606837607
100,0.25,barabasi_albert,0.9,6,500,101,32.74829931972789
50,0.25,barabasi_albert,0.1,5,1000,501,203.90277777777774
75,0.5,barabasi_albert,0.75,10,100,4,1.730593607305936
25,0.25,barabasi_albert,0.1,3,200,501,224.96969696969697
75,0.5,erdos_renyi,0.5,7,200,4,1.942028433968752
50,0.1,complete,0.75,6,200,501,212.36338797814207
25,0.25,complete,0.99,10,50,51,22.146666666666665
100,0.75,barabasi_albert,0.5,9,100,501,227.7097505668934
25,0.99,complete,0.99,10,500,4,1.8406285072951738
50,0.1,erdos_renyi,0.75,7,50,51,21.76242347161436
50,0.75,erdos_renyi,0.25,10,1000,51,24.306565148292126
100,0.9,complete,0.1,4,50,11,5.456341189674522
10,0.25,erdos_renyi,0.1,2,500,101,40.387301587301586
90,0.25,barabasi_albert,0.5,9,50,101,40.54545454545454
50,0.1,complete,0.75,2,100,51,22.95628415300546
10,0.1,erdos_renyi,0.9,5,1000,11,2.5
75,0.9,erdos_renyi,0.5,9,50,501,244.57675563237083
50,0.25,complete,0.99,5,100,51,21.579520697167755
50,0.5,erdos_renyi,0.1,8,500,4,1.9415365083676592
75,0.9,erdos_renyi,0.9,9,100,11,5.321312484437385
25,0.5,complete,0.25,5,500,11,5.131111111111111
25,0.75,barabasi_albert,0.25,7,100,101,43.431372549019606
50,0.75,barabasi_albert,0.5,3,50,11,4.916666666666667
100,0.75,complete,0.1,3,200,501,250.8909841954023
50,0.99,complete,0.99,3,100,11,5.048404840484049
100,0.99,erdos_renyi,0.99,5,500,501,236.69345881950608
50,0.75,erdos_renyi,0.1,4,50,51,24.965413502264038
10,0.99,complete,0.75,4,200,101,41.15909090909091
100,0.99,barabasi_albert,0.99,5,100,4,1.5670103092783505
25,0.9,barabasi_albert,0.1,6,200,501,224.66666666666666
100,0.9,erdos_renyi,0.1,6,50,101,50.00630017960773
10,0.9,complete,0.1,10,200,101,43.23333333333333
100,0.1,barabasi_albert,0.1,8,200,51,18.017543859649123
90,0.25,barabasi_albert,0.5,10,1000,101,40.46212121212121
75,0.75,barabasi_albert,0.1,6,500,51,23.311926605504585
25,0.9,complete,0.9,3,100,101,44.05432098765433
25,0.75,barabasi_albert,0.1,5,1000,4,1.7745098039215685
90,0.5,barabasi_albert,0.1,5,100,501,224.49242424242425
90,0.75,complete,0.25,3,50,101,50.3994893994894
75,0.1,complete,0.9,8,1000,501,216.25270758122744
10,0.9,barabasi_albert,0.1,3,500,11,4.5
50,0.75,complete,0.9,7,50,501,239.03340595497457
75,0.99,barabasi_albert,0.5,2,100,11,5.087962962962963
10,0.9,erdos_renyi,0.75,4,500,11,4.602079523132155
75,0.9,barabasi_albert,0.75,4,1000,501,199.81679389312978
25,0.1,barabasi_albert,0.9,3,200,11,1.8333333333333333
50,0.99,erdos_renyi,0.1,5,100,51,24.892102878398564
10,0.9,barabasi_albert,0.75,7,50,51,20.238095238095237
90,0.9,complete,0.1,9,50,501,246.70958194598595
50,0.99,barabasi_albert,0.99,6,100,4,1.4807017543859649
50,0.5,complete,0.9,8,500,51,23.500544662309366
25,0.1,barabasi_albert,0.1,2,1000,101,41.666666666666664
100,0.75,complete,0.1,7,50,501,248.05208333333334
25,0.99,erdos_renyi,0.5,7,100,11,5.1898549314647155
90,0.5,complete,0.25,6,1000,51,24.83949383949384
10,0.75,erdos_renyi,0.75,5,1000,11,4.245161290322581
100,0.99,erdos_renyi,0.9,3,1000,51,24.296366307086373
75,0.1,complete,0.9,5,1000,4,1.7184115523465706
75,0.99,complete,0.25,7,500,11,5.401771629656596
100,0.75,barabasi_albert,0.9,9,1000,11,4.433106575963719
50,0.75,barabasi_albert,0.75,6,1000,101,40.64351851851852
50,0.9,complete,0.5,10,1000,4,1.9479733817301874
75,0.75,erdos_renyi,0.75,9,50,501,240.9413832441196
100,0.5,complete,0.75,4,200,11,5.241481481481482
100,0.9,barabasi_albert,0.75,9,50,101,45.92613636363637
75,0.9,barabasi_albert,0.5,7,200,101,45.09669211195929
10,0.99,complete,0.5,2,200,51,23.0530303030303
90,0.25,erdos_renyi,0.75,3,100,51,23.84836917511659
25,0.1,barabasi_albert,0.9,2,500,101,37.333333333333336
100,0.75,complete,0.1,5,50,501,248.06294899425288
10,0.9,barabasi_albert,0.75,4,500,4,1.4523809523809526
75,0.75,erdos_renyi,0.9,3,50,51,23.796698773518145
90,0.5,complete,0.99,4,100,11,5.057276057276058
10,0.5,erdos_renyi,0.99,7,100,501,147.49087301587304
100,0.75,erdos_renyi,0.25,7,100,4,1.977952556933497
50,0.25,barabasi_albert,0.75,10,100,501,169.81944444444446
50,0.99,erdos_renyi,0.25,2,50,4,1.9851727732667428
75,0.9,erdos_renyi,0.25,5,500,51,24.983694280787955
25,0.5,barabasi_albert,0.25,4,500,501,197.8840579710145
10,0.5,barabasi_albert,0.5,2,200,101,36.958333333333336
25,0.9,complete,0.25,4,50,51,24.885185185185183
75,0.25,erdos_renyi,0.75,3,200,51,23.515387553635993
25,0.75,erdos_renyi,0.9,5,1000,11,4.857636606563645
90,0.1,complete,0.1,7,500,4,1.92
75,0.75,complete,0.25,2,200,501,252.6807624539484
75,0.9,complete,0.99,5,100,101,47.31971699372581
25,0.75,barabasi_albert,0.25,3,100,51,21.5
100,0.5,barabasi_albert,0.25,10,500,11,4.9353741496598635
50,0.5,barabasi_albert,0.99,8,500,501,177.39583333333334
100,0.25,erdos_renyi,0.5,5,100,11,5.319155799373708
100,0.5,complete,0.25,6,100,11,5.400404040404041
50,0.1,erdos_renyi,0.1,10,50,4,1.886600378787879
10,0.1,erdos_renyi,0.25,2,200,51,21.84126984126984
50,0.1,barabasi_albert,0.9,10,500,4,1.1851851851851851
50,0.9,barabasi_albert,0.25,3,200,11,5.096899224806202
90,0.25,complete,0.5,10,200,501,241.1998001998002
25,0.75,erdos_renyi,0.5,2,1000,101,47.02802158194857
75,0.99,erdos_renyi,0.99,10,100,101,48.695581134053725
75,0.99,erdos_renyi,0.75,2,100,501,240.6965363083343
50,0.9,erdos_renyi,0.25,8,200,101,48.967486788945195
50,0.1,complete,0.1,7,100,501,234.9071038251366
50,0.75,erdos_renyi,0.1,10,100,101,48.72404313023361
10,0.25,complete,0.1,4,500,11,4.484848484848484
25,0.99,barabasi_albert,0.75,10,100,4,1.711111111111111
10,0.9,complete,0.5,6,500,501,202.51666666666665
90,0.1,complete,0.5,3,1000,4,1.8916666666666666
25,0.99,complete,0.25,10,200,501,234.81818181818184
90,0.1,barabasi_albert,0.75,9,200,51,17.941176470588236
75,0.1,complete,0.75,5,50,4,1.8604091456077017
90,0.5,barabasi_albert,0.75,3,100,501,196.96212121212122
75,0.1,complete,0.1,7,1000,101,47.154031287605285
90,0.99,barabasi_albert,0.99,8,100,11,4.559386973180077
75,0.99,complete,0.99,9,200,4,1.9311976701856572
100,0.99,complete,0.99,6,1000,101,48.046190476190475
90,0.75,barabasi_albert,0.5,3,200,101,45.34595959595959
75,0.25,erdos_renyi,0.25,6,100,4,1.9509440436476917
90,0.25,erdos_renyi,0.9,6,100,51,23.596297476348635
10,0.99,complete,0.9,10,200,51,21.393939393939394
10,0.1,complete,0.25,7,500,51,12.0
100,0.99,complete,0.5,2,500,11,5.4163265306122454
90,0.75,barabasi_albert,0.75,4,50,51,21.383838383838384
100,0.9,erdos_renyi,0.5,2,100,4,1.994601853724432
100,0.75,erdos_renyi,0.99,3,500,11,5.09294841951007
100,0.1,barabasi_albert,0.99,2,50,51,17.859649122807017
100,0.99,erdos_renyi,0.1,6,200,501,247.4222823276009
25,0.9,erdos_renyi,0.75,9,500,101,46.16289145939683
75,0.1,erdos_renyi,0.5,3,200,4,1.8923822577523304
100,0.75,erdos_renyi,0.25,4,200,51,25.11730812859834
75,0.99,barabasi_albert,0.1,3,1000,101,47.98148148148149
50,0.99,complete,0.75,3,50,11,5.2378987898789875
75,0.25,complete,0.25,6,500,501,237.84656084656083
10,0.99,erdos_renyi,0.5,2,200,4,1.786645525017618
25,0.75,barabasi_albert,0.75,8,100,501,199.45098039215688
50,0.1,erdos_renyi,0.9,2,500,51,20.062854654318972
75,0.99,barabasi_albert,0.1,5,1000,51,23.46759259259259
100,0.25,complete,0.5,3,50,501,242.0641336566963
10,0.9,complete,0.5,7,500,11,4.566666666666666
90,0.1,barabasi_albert,0.25,3,200,4,1.7254901960784312
25,0.75,complete,0.5,4,50,101,47.15555555555556
75,0.5,barabasi_albert,0.1,2,200,51,29.264840182648403
75,0.9,erdos_renyi,0.25,6,100,101,49.60132061442358
