Predicted_Threshold, Best Costs Arr
0.1,[]
0.25,[]
0.5,[np.float64(53.666666666666664), np.float64(156.93333333333334), np.float64(130.66666666666666)]
0.75,[np.float64(18.75), np.float64(1.7422222222222221)]
0.9,[np.float64(24.69991505885208), np.float64(15.833333333333334), np.float64(38.916666666666664), np.float64(204.73916666666665), np.float64(24.435396905148878), np.float64(24.71253273475496), np.float64(24.838299319727895), np.float64(4.437984496124031), np.float64(36.78472222222222), np.float64(1.588128306878307), np.float64(4.07645259938838), np.float64(4.652920962199313), np.float64(3.96969696969697), np.float64(14.0), np.float64(2.7037037037037037), np.float64(24.624369323915236), np.float64(24.468531468531467), np.float64(27.666666666666668), np.float64(4.51010101010101), np.float64(13.0), np.float64(4.645476398905053), np.float64(24.351877527697013), np.float64(10.972222222222221), np.float64(3.3636363636363633), np.float64(4.327004219409282), np.float64(4.589147286821706), np.float64(3.714285714285714), np.float64(2.848484848484848), np.float64(4.687719298245614), np.float64(29.805555555555554), np.float64(4.363636363636363), np.float64(24.602235672572892), np.float64(27.745098039215687), np.float64(16.041666666666668), np.float64(4.367424242424242), np.float64(40.74923547400612), np.float64(40.87984496124031), np.float64(20.93838383838384), np.float64(3.7619047619047614), np.float64(3.857142857142857), np.float64(14.416666666666666), np.float64(2.8333333333333335), np.float64(4.090909090909091), np.float64(4.437405731523378), np.float64(17.041666666666668), np.float64(3.0392156862745097), np.float64(3.0588235294117645), np.float64(3.357142857142857), np.float64(5.190103447294759), np.float64(19.765584415584414), np.float64(3.3095238095238098), np.float64(41.92111959287532), np.float64(4.65648854961832), np.float64(4.287878787878788), np.float64(220.28664896253045), np.float64(4.2480620155038755), np.float64(35.696969696969695), np.float64(4.268518518518518), np.float64(4.63718820861678), np.float64(19.75), np.float64(43.72685185185185), np.float64(4.350210970464135), np.float64(41.01017811704835), np.float64(4.563218390804598), np.float64(18.47936507936508), np.float64(4.378947368421052), np.float64(1.7164983164983163), np.float64(32.98245614035088), np.float64(3.8333333333333335), np.float64(4.726053639846743), np.float64(28.71428571428571), np.float64(13.166666666666666), np.float64(1.621212121212121), np.float64(37.444444444444436), np.float64(40.57506361323155), np.float64(188.59912802114638), np.float64(3.9166666666666665), np.float64(34.333333333333336), np.float64(1.667752576474686), np.float64(1.6666666666666667), np.float64(3.03030303030303), np.float64(29.350877192982455), np.float64(1.0), np.float64(206.85383354818157), np.float64(43.144329896907216), np.float64(24.61666875549298), np.float64(43.22784810126583), np.float64(4.260273972602739), np.float64(4.706896551724138), np.float64(18.311111111111114), np.float64(1.6666666666666667), np.float64(40.086757990867575), np.float64(20.06770025839793), np.float64(43.74521072796935), np.float64(14.416666666666666), np.float64(24.697294834860248), np.float64(3.822222222222223), np.float64(4.573643410852713), np.float64(30.6969696969697), np.float64(4.011363636363637), np.float64(4.551111111111111), np.float64(4.217543859649123), np.float64(25.166666666666668), np.float64(27.333333333333332), np.float64(4.429292929292929), np.float64(4.427353416722659), np.float64(3.5476190476190474), np.float64(3.0074074074074075), np.float64(1.3333333333333333), np.float64(5.2751515151515145), np.float64(2.7878787878787876), np.float64(20.546786682152536), np.float64(30.393939393939394), np.float64(4.462585034013606), np.float64(3.611111111111111), np.float64(26.859523809523807), np.float64(4.792258043767098), np.float64(224.03668088559303), np.float64(2.982456140350877), np.float64(3.893939393939394), np.float64(2.25), np.float64(25.740740740740744), np.float64(3.2982456140350873), np.float64(7.791666666666667), np.float64(4.470948012232416), np.float64(3.8636363636363633), np.float64(2.7407407407407405), np.float64(24.76161616161616), np.float64(4.434108527131783), np.float64(25.75), np.float64(4.763713080168776), np.float64(1.691279069767442), np.float64(4.584192439862543), np.float64(4.077519379844961), np.float64(4.328703703703703), np.float64(4.530679465462074), np.float64(20.94785431370797), np.float64(20.2616218469877), np.float64(14.61904761904762), np.float64(4.155555555555556), np.float64(3.977777777777778), np.float64(4.529535864978903), np.float64(19.833333333333332), np.float64(4.403100775193798), np.float64(19.61236424394319), np.float64(37.15972222222222), np.float64(221.55059609101613), np.float64(220.4241886954653), np.float64(4.751054852320675), np.float64(19.489280400908306), np.float64(20.17748917748918), np.float64(17.909090909090907), np.float64(4.2798982188295165), np.float64(14.671717171717171), np.float64(35.77777777777778), np.float64(19.0), np.float64(2.3333333333333335), np.float64(2.0), np.float64(4.540350877192982), np.float64(19.405982905982906), np.float64(4.903117420881396), np.float64(4.6759259259259265), np.float64(27.818181818181817), np.float64(4.519274376417234), np.float64(4.302721088435374), np.float64(1.6666666666666667), np.float64(3.8333333333333335), np.float64(1.6444444444444446), np.float64(1.7954545454545456), np.float64(4.546700083542189), np.float64(4.606481481481482), np.float64(3.314814814814815), np.float64(2.9285714285714284), np.float64(3.8541666666666665), np.float64(4.218222005191602), np.float64(31.52941176470588), np.float64(18.530303030303028)]
0.99,[np.float64(5.245543183444232), np.float64(46.55537590945837), np.float64(44.19506172839507), np.float64(17.57777777777778), np.float64(1.8703703703703702), np.float64(240.2095905172414), np.float64(12.969696969696969), np.float64(22.83718141032509), np.float64(22.336601307189543), np.float64(48.88403969054826), np.float64(46.43656343656344), np.float64(11.916666666666666), np.float64(1.8104575163398693), np.float64(184.91666666666666), np.float64(23.409775706538028), np.float64(18.28440366972477), np.float64(1.709302325581395), np.float64(42.03974381267026), np.float64(21.548888888888886), np.float64(31.01341991341991), np.float64(41.324444444444445), np.float64(197.44444444444446), np.float64(3.371212121212121), np.float64(44.73335843286973), np.float64(39.70397111913357), np.float64(47.06148944705274), np.float64(38.651376146788984), np.float64(47.681723530354), np.float64(5.042197151225879), np.float64(103.63636363636363), np.float64(1.7343055044202098), np.float64(1.4200913242009132), np.float64(1.1904761904761905), np.float64(230.48760377239856), np.float64(1.8580471628592485), np.float64(5.137326073805203), np.float64(237.9099026938178), np.float64(48.130371372188506), np.float64(23.769912048399423), np.float64(16.1304347826087), np.float64(44.22833333333333), np.float64(18.768447837150127), np.float64(76.41666666666667), np.float64(1.4471544715447155), np.float64(4.934904601571269), np.float64(1.5674300254452926), np.float64(1.4791666666666667), np.float64(1.7920871243451888), np.float64(181.18888888888887), np.float64(5.246996405932275), np.float64(1.9268405475397705), np.float64(239.83989373700805), np.float64(10.428571428571429), np.float64(21.15267175572519), np.float64(15.333333333333334), np.float64(5.211957696712322), np.float64(158.52631578947367), np.float64(189.39755351681958), np.float64(46.915559692594), np.float64(46.95634761714056), np.float64(22.85221364614618), np.float64(1.9245600362935014), np.float64(229.82106782106783), np.float64(5.358099513655069), np.float64(3.255555555555555), np.float64(24.008843537414965), np.float64(232.76620831245813), np.float64(5.165741768405476), np.float64(234.13746138065417), np.float64(1.9320679320679321), np.float64(5.045095937375577), np.float64(3.6470588235294117), np.float64(231.61203583551455), np.float64(22.434762227457394), np.float64(40.086997206802174), np.float64(190.6515096108767), np.float64(214.74901918150408), np.float64(47.05013219268037), np.float64(20.302222222222223), np.float64(195.8449074074074), np.float64(1.212121212121212), np.float64(22.967917529251903), np.float64(46.0), np.float64(47.28379028379029), np.float64(201.77272727272725), np.float64(233.97939791456443), np.float64(1.6065573770491801), np.float64(46.45787944807552), np.float64(48.38939523294355), np.float64(3.5430492030492027), np.float64(1.7365160931192705), np.float64(1.8198180150814534), np.float64(33.14166666666667), np.float64(5.244265630780614), np.float64(5.284683684794673), np.float64(237.97393866872608), np.float64(209.46666666666667), np.float64(241.84515484515484), np.float64(1.6855670103092784), np.float64(1.391304347826087), np.float64(236.7028452816559), np.float64(1.8137254901960782), np.float64(195.87531806615777), np.float64(1.7221165139769792), np.float64(5.161188936781609), np.float64(5.124444977171273), np.float64(239.27636580648914), np.float64(1.3972602739726028), np.float64(231.5314685314685), np.float64(19.680365296803654), np.float64(1.8), np.float64(45.194675060292546), np.float64(1.5185185185185184), np.float64(1.9051700680272108), np.float64(14.476190476190476), np.float64(42.37833333333333), np.float64(1.5136612021857925), np.float64(185.2651515151515), np.float64(4.887575318437654), np.float64(19.884444444444444), np.float64(229.93619675493093), np.float64(5.112993019570941), np.float64(17.27450980392157), np.float64(23.325791245791248), np.float64(1.297008547008547), np.float64(48.32510173880873), np.float64(23.06947259382601), np.float64(1.831064416310955), np.float64(28.477619047619044), np.float64(4.895424836601308), np.float64(237.5680890856016), np.float64(12.0), np.float64(3.6258503401360542), np.float64(1.3680555555555556), np.float64(48.61915573494786), np.float64(1.4772727272727273), np.float64(238.24597624597627), np.float64(16.26388888888889), np.float64(215.13443186733215), np.float64(35.94385964912281), np.float64(24.21053270234195), np.float64(46.435622988946015), np.float64(221.4346405228758), np.float64(5.228445773058481), np.float64(43.97418630751964), np.float64(147.0909090909091), np.float64(241.27014384703298), np.float64(1.4727891156462585), np.float64(47.48008744997984), np.float64(1.3529411764705885), np.float64(16.019607843137255), np.float64(5.023652365236525), np.float64(151.37777777777777), np.float64(1.6563573883161513), np.float64(44.21401832780419), np.float64(1.5319611371864552), np.float64(5.01925925925926), np.float64(241.75480284720445), np.float64(5.146135571868174), np.float64(97.29166666666667), np.float64(242.44741496598638), np.float64(45.41777777777778), np.float64(234.97683189655172), np.float64(224.90744101633393), np.float64(24.339839887851344), np.float64(1.9108822218013974), np.float64(218.31506097592447), np.float64(1.4583333333333333), np.float64(4.744781144781144), np.float64(4.92685351353784), np.float64(3.4090909090909087), np.float64(228.47865319865318), np.float64(217.43771043771048), np.float64(189.20000000000002), np.float64(23.887532823020972), np.float64(23.91456160798266), np.float64(42.6962962962963), np.float64(197.61481481481482), np.float64(181.379781420765), np.float64(4.9771689497716896), np.float64(1.5321100917431192), np.float64(5.135642135642136), np.float64(227.5863395863396), np.float64(233.8062714176178), np.float64(36.808712121212125), np.float64(1.9298166853722412), np.float64(1.9044519266741489), np.float64(1.7903863679304013), np.float64(3.2638888888888893), np.float64(172.12328767123287), np.float64(1.9104961434676733), np.float64(1.8193041526374858), np.float64(1.6299694189602445), np.float64(4.802962962962963), np.float64(1.7781456876179134), np.float64(233.84751553202872), np.float64(23.920571352289414), np.float64(45.82154882154882), np.float64(198.31851851851852), np.float64(213.24296296296293), np.float64(46.91921599396806), np.float64(133.48484848484847), np.float64(39.35474006116208), np.float64(39.26470588235294), np.float64(22.660203007781686), np.float64(202.393265993266), np.float64(19.3843537414966), np.float64(1.8143357585556454), np.float64(19.102222222222224), np.float64(179.15656565656568), np.float64(38.75170068027211), np.float64(20.4525), np.float64(1.9020658350661719), np.float64(24.57859671647313), np.float64(202.82828282828282), np.float64(17.29122807017544), np.float64(13.523809523809524), np.float64(20.916666666666668), np.float64(21.197979797979798), np.float64(22.162490079952445), np.float64(1.5694444444444446), np.float64(43.819730098726524), np.float64(1.5648608670938404), np.float64(36.61950904392765), np.float64(4.811510478232989), np.float64(1.845679012345679), np.float64(163.85091453189898), np.float64(35.869918699187), np.float64(21.28352490421456), np.float64(4.218579234972677), np.float64(5.164069507925478), np.float64(20.189655172413794), np.float64(15.982456140350877), np.float64(18.699494949494948), np.float64(4.007936507936509), np.float64(5.163389352486298), np.float64(5.158369006453881), np.float64(4.547474747474747), np.float64(22.155343321224773), np.float64(36.38129305776365), np.float64(1.868299170701726), np.float64(21.472924187725635), np.float64(180.07843137254903), np.float64(40.93169398907104), np.float64(161.93055555555554), np.float64(28.84259259259259), np.float64(20.428888888888892), np.float64(1.6862745098039216), np.float64(1.0833333333333333), np.float64(38.44444444444444), np.float64(23.363388666661336), np.float64(228.19281045751632), np.float64(4.388611428796731), np.float64(15.194444444444445), np.float64(78.55555555555556), np.float64(40.27005053834322), np.float64(240.63267217807302), np.float64(1.9169416941694168), np.float64(5.02723311546841), np.float64(35.83560203237622), np.float64(5.303481331987891), np.float64(21.392096585489867), np.float64(20.697636110553926), np.float64(3.211111111111111), np.float64(46.2764070813889), np.float64(34.95454545454546), np.float64(1.5454545454545456), np.float64(1.8384911656970482), np.float64(1.7628369197712264), np.float64(1.8103703703703704), np.float64(21.021097046413498), np.float64(4.69281045751634), np.float64(44.18457120661432), np.float64(36.494535519125684), np.float64(217.31468094305134), np.float64(5.046434387407541), np.float64(45.72447088069114), np.float64(1.808888888888889), np.float64(241.68912580333233), np.float64(23.333333333333332), np.float64(42.306875464558836), np.float64(24.062604062604066), np.float64(239.51614530776996), np.float64(5.125901009130226), np.float64(241.28035914702582), np.float64(222.29687177038113), np.float64(1.9043895055499496), np.float64(1.5404040404040404), np.float64(1.3148148148148147), np.float64(22.32167832167832), np.float64(4.0), np.float64(24.308193041526376), np.float64(1.4607843137254901), np.float64(44.37799564270153), np.float64(183.05555555555554), np.float64(14.03921568627451), np.float64(48.86134140378732), np.float64(17.94535519125683), np.float64(18.32420091324201), np.float64(4.836807319975557), np.float64(39.41481481481481), np.float64(1.5432098765432098), np.float64(232.24600094590346), np.float64(21.550577802098758), np.float64(18.941176470588236), np.float64(4.645006016847172), np.float64(19.430679802955662), np.float64(36.0792349726776), np.float64(15.944444444444445), np.float64(197.1822222222222), np.float64(1.5454545454545456), np.float64(1.9020157522360164), np.float64(46.19716775599128), np.float64(224.13468013468014), np.float64(23.873179705023862), np.float64(37.74035087719298), np.float64(46.786492374727665), np.float64(46.60103684654187), np.float64(22.38744726915868), np.float64(28.38095238095238), np.float64(1.8870282732678074), np.float64(21.787878787878785), np.float64(1.2592592592592593), np.float64(41.9630918091248), np.float64(16.962169312169312), np.float64(1.8047138047138045), np.float64(36.116069566029374), np.float64(21.649819494584836), np.float64(44.04236515020093), np.float64(202.16666666666666), np.float64(36.550000000000004), np.float64(24.143023777002316), np.float64(20.75017696204233), np.float64(5.209356170456893), np.float64(1.5147392290249435), np.float64(1.6060606060606062), np.float64(5.2997345761758305), np.float64(1.0), np.float64(1.222222222222222), np.float64(1.3043478260869563), np.float64(1.3673469387755102), np.float64(1.6183206106870227), np.float64(1.6422764227642277), np.float64(1.882960826724345), np.float64(21.097165991902834), np.float64(232.76320132013203), np.float64(236.50087542087542), np.float64(3.826388888888889), np.float64(18.724657869012706), np.float64(23.019831450990875), np.float64(42.490310034585036), np.float64(21.3), np.float64(1.8819149369149368), np.float64(1.5979381443298968), np.float64(1.8589324618736385), np.float64(46.871459694989106), np.float64(24.4483771951049), np.float64(36.65909090909091), np.float64(23.95877122069523), np.float64(36.27272727272727), np.float64(1.2608695652173914), np.float64(5.1376046596286855), np.float64(23.67987416826391), np.float64(22.57842157842158), np.float64(34.70155038759689), np.float64(43.91335740072202), np.float64(237.48233444321124), np.float64(238.89851485148517), np.float64(1.8116666666666665), np.float64(214.25850340136057), np.float64(17.51851851851852), np.float64(1.8605664488017428), np.float64(11.416666666666666), np.float64(1.807825627730568), np.float64(179.6122448979592), np.float64(1.5606060606060606), np.float64(199.25833333333333), np.float64(20.357777777777777), np.float64(43.58097547830773), np.float64(1.9119013294890277), np.float64(23.81229984202935), np.float64(45.372530799260055), np.float64(1.9041137326073805), np.float64(174.86111111111111), np.float64(4.935802469135803), np.float64(5.194169416941694), np.float64(19.647412755716005), np.float64(47.51593282006064), np.float64(228.04950495049505), np.float64(1.9269921139025656), np.float64(1.880313811898804), np.float64(24.177514295324585), np.float64(21.34101286841013), np.float64(230.46953046953047), np.float64(228.62656332163306), np.float64(1.0), np.float64(3.6893939393939394), np.float64(235.94204513387206), np.float64(231.15522875816995), np.float64(47.99948715138763), np.float64(233.24960563038465), np.float64(179.4088888888889), np.float64(1.546296296296296), np.float64(181.8759689922481), np.float64(11.333333333333334), np.float64(236.28143520743234), np.float64(48.69582282615895), np.float64(46.59227000534603), np.float64(23.87763607194347), np.float64(1.8572984749455337), np.float64(241.62140793752553), np.float64(1.3555555555555554), np.float64(1.6157407407407407), np.float64(1.7882069795427196), np.float64(1.5700757575757578), np.float64(19.557077625570773), np.float64(1.567049808429119), np.float64(48.11743811743812), np.float64(45.684624017957354), np.float64(146.76666666666665), np.float64(233.1351515919805), np.float64(24.1074245023388), np.float64(4.548226456747995), np.float64(1.8953471392407426), np.float64(3.1666666666666665), np.float64(240.13259542078913), np.float64(48.474303474303476), np.float64(19.027777777777775), np.float64(238.6664355257309), np.float64(239.3010828789202), np.float64(1.858141858141858), np.float64(5.123147399622743), np.float64(5.208261310130745), np.float64(236.62781662781663), np.float64(187.09071729957805), np.float64(1.7845117845117844), np.float64(17.541666666666664), np.float64(1.5), np.float64(23.437098900019347), np.float64(44.86526068752003), np.float64(176.6615776081425), np.float64(14.037037037037038), np.float64(180.38383838383837), np.float64(3.2222222222222228), np.float64(1.8818481316332394), np.float64(4.247208538587849), np.float64(1.303030303030303), np.float64(23.52985382595754), np.float64(1.5909090909090908), np.float64(1.9081021728191672), np.float64(5.2752802752802745), np.float64(1.463768115942029), np.float64(202.6412037037037), np.float64(1.9154208754208755), np.float64(16.935185185185187), np.float64(48.19577545755703), np.float64(1.9023617097422083), np.float64(1.8984101320398814), np.float64(47.83671667776759), np.float64(224.9031570522948), np.float64(23.820132013201317), np.float64(24.118809470902747), np.float64(1.8428731762065096), np.float64(146.04166666666666), np.float64(206.67017543859652), np.float64(1.8013468013468013), np.float64(43.56471401620999), np.float64(5.120775268300497), np.float64(19.452631578947372), np.float64(3.6016260162601625), np.float64(4.70962962962963), np.float64(44.888888888888886), np.float64(23.25969557219557), np.float64(48.25512784671969), np.float64(47.409581258593654), np.float64(45.82570806100218), np.float64(1.1428571428571428), np.float64(46.37004405286344), np.float64(174.9925925925926), np.float64(1.6747967479674797), np.float64(1.4907407407407407), np.float64(18.040650406504064), np.float64(183.9), np.float64(1.462962962962963), np.float64(219.69251647706892), np.float64(1.414233841684822), np.float64(47.301616312528985), np.float64(18.829457364341085), np.float64(238.21225470564676), np.float64(151.96212121212122), np.float64(45.033714336345916), np.float64(200.33333333333334), np.float64(223.049137911554), np.float64(232.88010884322668), np.float64(5.2673875317047125), np.float64(224.51269398653145), np.float64(176.5486111111111), np.float64(23.25000448867222), np.float64(44.7457346297955), np.float64(46.874791874791875), np.float64(1.9194163860830527), np.float64(5.109331391821381), np.float64(46.41021016940379), np.float64(1.8715361204549097), np.float64(20.763257575757574), np.float64(20.037974683544306), np.float64(23.36462213669125), np.float64(37.68181818181818), np.float64(1.8507660525310765), np.float64(1.121212121212121), np.float64(14.491228070175438), np.float64(48.842798353909465), np.float64(187.60606060606062), np.float64(19.5968992248062), np.float64(5.158584770114943), np.float64(1.7454647349412598), np.float64(21.761574074074076), np.float64(24.14156462585034), np.float64(5.174910488830096), np.float64(47.34653465346535), np.float64(44.50453730856956), np.float64(5.110144369563199), np.float64(48.61641628348891), np.float64(47.75900333187959), np.float64(1.8934006805975618), np.float64(37.550000000000004), np.float64(4.7797833935018055), np.float64(23.894113450826794), np.float64(5.066936026936027), np.float64(232.74802322425356), np.float64(1.6855600539811066), np.float64(1.7102055364160276), np.float64(46.605752361752955), np.float64(39.64507928194637), np.float64(12.714285714285715), np.float64(44.313131313131315), np.float64(169.9848484848485), np.float64(192.44092827004218), np.float64(24.19274212929584), np.float64(23.857845364566696), np.float64(4.88327721661055), np.float64(5.210057181298352), np.float64(193.41307740324598), np.float64(36.300813008130085), np.float64(13.212121212121213), np.float64(23.753435731608732), np.float64(17.791666666666668), np.float64(5.147548677564223), np.float64(4.537878787878788), np.float64(194.16140350877194), np.float64(1.8458636486122337), np.float64(46.46095314377252), np.float64(33.17777777777778), np.float64(45.72497249724972), np.float64(2.878787878787879), np.float64(48.31397677212655), np.float64(5.097196942118675), np.float64(234.31931651314912), np.float64(201.4755555555556), np.float64(47.772976147517106), np.float64(4.88327721661055), np.float64(23.771106626303396), np.float64(40.43164983164983), np.float64(13.88095238095238), np.float64(184.21212121212122), np.float64(240.23302801724137), np.float64(1.9060793593010557), np.float64(4.883950617283951), np.float64(1.1666666666666667), np.float64(169.4027777777778), np.float64(48.05909580880273), np.float64(1.9017758046614872), np.float64(45.960538720538715), np.float64(3.318802673641384), np.float64(40.54879020328102), np.float64(203.3762886597938), np.float64(22.236171236171234), np.float64(14.285714285714286), np.float64(37.80808080808081), np.float64(34.36961451247166), np.float64(1.4002898550724636), np.float64(14.192982456140351), np.float64(18.232876712328768), np.float64(1.727574395527941), np.float64(3.901960784313726), np.float64(23.363471314451704), np.float64(23.798542418907356), np.float64(5.1276467029643085), np.float64(233.21348494551793), np.float64(13.0), np.float64(33.19047619047619), np.float64(1.8943383145002421), np.float64(1.6689342403628116), np.float64(4.918761480698792), np.float64(228.34261321644985), np.float64(240.99258247009857), np.float64(1.6711111111111112), np.float64(44.362514029180694), np.float64(4.433333333333334), np.float64(1.8446073450058076), np.float64(4.9790123456790125), np.float64(1.9146938775510203), np.float64(34.86178861788618), np.float64(190.9333333333333), np.float64(229.74596182085168), np.float64(42.002020202020205), np.float64(186.86402486402486), np.float64(35.91803278688524), np.float64(48.944847124532465), np.float64(24.21554157647908), np.float64(233.66828205175634), np.float64(177.65098722415794), np.float64(46.474945533769066), np.float64(195.5813953488372), np.float64(4.25), np.float64(216.63452735870177), np.float64(3.9090909090909087), np.float64(172.55004409171076), np.float64(4.3497992401477665), np.float64(1.8910098429512174), np.float64(5.1732334443211245), np.float64(217.67864923747277), np.float64(169.29545454545453), np.float64(18.821076706544687), np.float64(1.6474127557160045), np.float64(1.5491803278688525), np.float64(45.51043988100071), np.float64(241.08929783047418), np.float64(1.7376654632972321), np.float64(48.055817433595216), np.float64(1.7129629629629628), np.float64(4.7957912457912455), np.float64(230.3434270608027), np.float64(4.6127373534631095), np.float64(3.566666666666667), np.float64(22.39237523145722), np.float64(221.5524413343242), np.float64(22.62309368191721), np.float64(23.24664156816988), np.float64(1.484848484848485), np.float64(5.057168784029038), np.float64(19.48148148148148), np.float64(1.9153055051421657), np.float64(23.961147421931738), np.float64(1.5185185185185184), np.float64(1.628158844765343), np.float64(237.96005718129834), np.float64(19.098484848484848), np.float64(1.9045654565456545), np.float64(48.90307066222715), np.float64(181.40476190476193), np.float64(1.3939393939393938), np.float64(23.965071507150714), np.float64(3.990196078431372), np.float64(11.296296296296296), np.float64(176.41552511415526), np.float64(23.269135802469133), np.float64(238.0586606808829), np.float64(4.280303030303031), np.float64(1.2777777777777777), np.float64(5.167696379894692), np.float64(1.8748646894781251), np.float64(19.37037037037037), np.float64(4.571000752818935), np.float64(196.8951890034364), np.float64(204.0601851851852), np.float64(4.778679422390609), np.float64(18.807987793657613), np.float64(4.87457539963158), np.float64(11.333333333333334), np.float64(234.34935255640104), np.float64(20.816151202749143), np.float64(4.284153005464481), np.float64(158.6862745098039), np.float64(17.126262626262626), np.float64(1.0), np.float64(17.631944444444446), np.float64(37.41481481481481), np.float64(189.47388820889432), np.float64(233.3163503163503), np.float64(47.29750359195403), np.float64(4.57103825136612), np.float64(5.01017674368826), np.float64(47.55173641545175), np.float64(1.8210724872002155), np.float64(47.04456256271666), np.float64(239.98805919946184), np.float64(235.53352241380477), np.float64(1.883193165131491), np.float64(139.88888888888889), np.float64(22.392216542013518), np.float64(43.38114046861219), np.float64(17.26851851851852), np.float64(45.67832520019331), np.float64(1.3768115942028984), np.float64(40.10928961748634), np.float64(164.04166666666666), np.float64(1.2222222222222223), np.float64(206.3860759493671), np.float64(24.454981280326734), np.float64(36.41590214067278), np.float64(204.31944444444446), np.float64(33.855555555555554), np.float64(1.7358333333333331), np.float64(71.58333333333333), np.float64(230.18614718614717), np.float64(30.666666666666668), np.float64(5.040154015401541), np.float64(22.571298186614978), np.float64(23.080000000000002), np.float64(33.072463768115945), np.float64(147.98039215686273), np.float64(16.470289335246296), np.float64(234.8794480755265), np.float64(35.99388379204893), np.float64(1.5147392290249433), np.float64(23.146807435871683), np.float64(1.7772312839950493), np.float64(44.02043315448899), np.float64(5.224052755521818), np.float64(22.774392495042008), np.float64(36.43981481481481), np.float64(17.874074074074073), np.float64(11.25), np.float64(1.3333333333333333), np.float64(21.940744622217107), np.float64(200.7364341085271), np.float64(187.10045662100455), np.float64(222.48063596081886), np.float64(46.853812853812855), np.float64(1.8815626344261671), np.float64(234.3087385052627), np.float64(12.090909090909088), np.float64(5.0645210220397265), np.float64(16.185185185185187), np.float64(1.7938271604938272), np.float64(1.931273729563153), np.float64(140.88888888888889), np.float64(1.8651766402307137), np.float64(177.21004566210047), np.float64(4.754966656217744), np.float64(18.60162601626016), np.float64(201.65972222222226), np.float64(170.92694063926942), np.float64(23.00371287959662), np.float64(23.82215036378335), np.float64(48.11685427752445), np.float64(23.18874773139746), np.float64(5.154005028735632), np.float64(4.057377049180328), np.float64(215.98905723905725), np.float64(211.126582278481), np.float64(4.893698893698893), np.float64(1.1190476190476188), np.float64(4.311111111111111), np.float64(214.42783174155272), np.float64(24.021135592125507), np.float64(1.5077519379844961), np.float64(1.8460766213778517), np.float64(1.9347063638738753), np.float64(219.00381263616558), np.float64(25.916666666666668), np.float64(21.116448316126853), np.float64(175.03472222222226), np.float64(21.882499999999997), np.float64(19.664750957854405), np.float64(1.9297678308660287), np.float64(233.8464369938389), np.float64(118.69047619047619), np.float64(176.75), np.float64(3.7407407407407405), np.float64(238.7169078470994), np.float64(34.583333333333336), np.float64(180.95138888888889), np.float64(1.2438672438672438), np.float64(3.592592592592593), np.float64(1.5532407407407407), np.float64(23.9095213655021), np.float64(232.27191180371062), np.float64(45.69563769563771), np.float64(43.68233379087038), np.float64(5.280884353741496), np.float64(15.965277777777779), np.float64(47.31754623479171), np.float64(45.20957836290967), np.float64(2.6862745098039214), np.float64(1.869012850440292), np.float64(5.330077828815966), np.float64(1.835856765200673), np.float64(1.846240179573513), np.float64(22.217732884399553), np.float64(128.40740740740742), np.float64(1.7233676975945018), np.float64(22.800595601906945), np.float64(190.519298245614), np.float64(41.84711493008907), np.float64(48.14432397623481), np.float64(3.4081632653061225), np.float64(15.333333333333334), np.float64(21.3993265993266), np.float64(47.845285766290495), np.float64(3.702184002184002), np.float64(239.29695724601893), np.float64(44.31576607219464), np.float64(1.8245041657450418), np.float64(36.94907407407407), np.float64(23.184648684648682), np.float64(159.4090909090909), np.float64(1.9411119594482784), np.float64(195.029703989704), np.float64(222.59240759240757), np.float64(22.79842812337451), np.float64(45.89977524120741), np.float64(12.142857142857144), np.float64(221.39229843561972), np.float64(23.978465978465977), np.float64(44.810926445691884), np.float64(1.5087719298245617)]
