num_agents,edge_density,graph_type,dsa_threshold,num_actions,num_iterations,cost_range,y
75,0.99,complete,0.9,2,100,4,1.939206406989443
75,0.75,complete,0.9,5,1000,501,230.81114848630466
25,0.75,barabasi_albert,0.9,6,1000,51,11.441176470588236
10,0.1,complete,0.9,4,100,101,16.5
100,0.9,complete,0.1,10,200,51,25.01571268237935
90,0.99,erdos_renyi,0.1,9,50,101,49.34601814516129
75,0.99,erdos_renyi,0.75,4,500,501,238.05702869596803
75,0.75,barabasi_albert,0.99,5,200,11,3.6513761467889907
25,0.99,complete,0.75,9,500,11,4.744107744107744
90,0.1,barabasi_albert,0.75,8,200,101,21.176470588235293
75,0.9,complete,0.5,9,1000,101,48.27553063676412
10,0.9,complete,0.75,10,50,4,1.675
100,0.25,complete,0.1,9,50,51,24.809215844785772
10,0.9,complete,0.25,7,1000,51,17.5
90,0.75,complete,0.99,8,1000,11,5.147186147186147
90,0.9,erdos_renyi,0.25,6,500,501,242.9541816174441
75,0.5,barabasi_albert,0.5,9,200,101,39.178082191780824
10,0.5,erdos_renyi,0.25,5,50,51,16.7
25,0.25,complete,0.9,4,100,101,35.06666666666667
75,0.75,barabasi_albert,0.25,9,50,51,23.027522935779817
100,0.9,complete,0.75,3,1000,101,48.108866442199776
10,0.25,erdos_renyi,0.99,9,500,101,22.0
75,0.75,complete,0.5,9,50,501,241.72176838058627
25,0.5,complete,0.25,10,200,4,1.8466666666666667
10,0.5,barabasi_albert,0.25,9,50,11,3.25
90,0.5,barabasi_albert,0.9,6,50,11,4.045454545454546
100,0.99,complete,0.75,9,500,4,1.9555102040816326
90,0.1,barabasi_albert,0.99,5,50,11,2.7058823529411766
50,0.1,barabasi_albert,0.75,8,200,4,1.1111111111111112
100,0.75,barabasi_albert,0.1,6,1000,4,1.8095238095238095
50,0.99,complete,0.1,2,100,4,2.061056105610561
100,0.99,complete,0.99,8,1000,11,5.244489795918367
50,0.75,complete,0.99,4,100,501,222.60021786492374
25,0.9,complete,0.75,2,200,4,1.8444444444444446
50,0.25,barabasi_albert,0.9,5,1000,11,2.875
100,0.75,barabasi_albert,0.25,8,100,501,210.3673469387755
10,0.9,erdos_renyi,0.1,9,500,4,1.5952380952380953
75,0.1,complete,0.99,8,200,51,21.24187725631769
10,0.5,erdos_renyi,0.25,9,50,11,4.25
75,0.1,complete,0.75,7,200,51,21.794223826714802
75,0.75,barabasi_albert,0.1,6,1000,501,203.954128440367
25,0.1,erdos_renyi,0.25,5,100,101,38.083333333333336
100,0.99,barabasi_albert,0.9,7,500,4,1.5463917525773196
75,0.9,erdos_renyi,0.25,7,50,4,1.9556709265175718
100,0.5,complete,0.25,10,1000,101,48.458585858585856
100,0.75,barabasi_albert,0.75,7,50,4,1.7346938775510203
75,0.5,erdos_renyi,0.25,8,50,101,48.65504720406681
50,0.75,barabasi_albert,0.9,7,1000,4,1.5
75,0.1,erdos_renyi,0.99,5,500,501,192.1259541984733
50,0.1,complete,0.5,3,100,4,1.7622950819672132
100,0.99,erdos_renyi,0.9,4,1000,4,1.9140354451008352
100,0.75,complete,0.9,3,200,4,1.9032866379310345
100,0.1,erdos_renyi,0.99,5,200,11,4.434944237918216
10,0.75,barabasi_albert,0.1,8,200,4,1.3333333333333333
100,0.25,complete,0.25,10,100,101,48.43654001616815
90,0.5,complete,0.25,10,200,501,240.36963036963036
100,0.5,erdos_renyi,0.5,8,1000,101,47.790978654853
10,0.25,complete,0.5,2,100,51,19.818181818181817
10,0.25,erdos_renyi,0.5,8,200,4,1.3529411764705883
75,0.5,erdos_renyi,0.9,2,50,501,232.87491166077737
100,0.1,barabasi_albert,0.5,10,100,101,33.36842105263158
100,0.75,barabasi_albert,0.25,5,500,11,4.843537414965986
75,0.5,erdos_renyi,0.25,5,100,4,1.9511331444759208
25,0.1,complete,0.99,10,50,11,3.3
90,0.1,erdos_renyi,0.1,4,500,51,23.873762376237625
100,0.1,erdos_renyi,0.99,8,50,51,22.24032586558045
25,0.25,erdos_renyi,0.25,4,50,4,1.7792207792207793
100,0.99,complete,0.25,3,1000,11,5.377755102040816
75,0.25,barabasi_albert,0.9,7,500,51,14.777777777777779
75,0.99,barabasi_albert,0.5,7,200,101,43.263888888888886
10,0.1,barabasi_albert,0.25,5,500,101,2.0
100,0.25,erdos_renyi,0.9,2,500,11,5.061904761904762
90,0.99,erdos_renyi,0.75,6,200,4,1.943282077136375
25,0.1,erdos_renyi,0.25,10,100,51,16.53846153846154
90,0.75,erdos_renyi,0.99,2,100,51,24.14546662238459
75,0.1,complete,0.9,7,1000,4,1.7184115523465704
25,0.5,complete,0.9,3,500,51,20.613333333333333
75,0.1,erdos_renyi,0.25,5,100,101,46.6578947368421
10,0.9,complete,0.99,9,500,51,17.025
50,0.5,complete,0.5,7,50,11,5.2140522875816995
25,0.9,barabasi_albert,0.1,8,200,501,189.53658536585365
100,0.9,barabasi_albert,0.99,8,500,101,38.88636363636363
90,0.99,barabasi_albert,0.25,10,50,501,231.38505747126436
50,0.5,barabasi_albert,0.99,2,100,11,3.7916666666666665
10,0.1,erdos_renyi,0.1,10,50,4,1.4
10,0.9,barabasi_albert,0.99,2,200,11,2.9285714285714284
50,0.5,complete,0.1,2,200,4,2.019607843137255
10,0.99,barabasi_albert,0.25,3,100,4,1.6666666666666667
100,0.25,barabasi_albert,0.9,8,100,101,32.38775510204081
75,0.9,barabasi_albert,0.1,7,1000,4,1.7709923664122138
50,0.1,barabasi_albert,0.5,10,200,11,2.5555555555555554
50,0.9,barabasi_albert,0.75,7,500,501,184.3953488372093
75,0.25,complete,0.75,7,1000,4,1.8167388167388168
25,0.25,barabasi_albert,0.5,2,100,11,3.090909090909091
10,0.75,erdos_renyi,0.5,5,500,101,33.12903225806452
25,0.1,complete,0.5,5,100,11,3.966666666666667
100,0.1,erdos_renyi,0.1,6,50,11,5.140845070422535
25,0.75,complete,0.1,8,100,11,5.1066666666666665
50,0.9,complete,0.1,4,50,4,1.9646098003629764
25,0.1,barabasi_albert,0.75,2,100,11,2.75
100,0.9,erdos_renyi,0.25,6,100,4,1.9716662918821677
90,0.9,erdos_renyi,0.75,4,50,501,240.91108641289247
75,0.25,barabasi_albert,0.99,3,50,101,25.333333333333332
100,0.99,barabasi_albert,0.75,5,1000,11,4.510309278350515
75,0.25,barabasi_albert,0.9,4,100,4,1.2777777777777777
90,0.1,complete,0.1,8,100,101,46.87
100,0.5,erdos_renyi,0.5,10,100,101,48.800813008130085
75,0.25,erdos_renyi,0.25,7,500,11,5.1902654867256635
50,0.99,barabasi_albert,0.99,4,500,51,17.568421052631578
90,0.25,barabasi_albert,0.1,7,200,4,1.6818181818181819
90,0.75,barabasi_albert,0.25,7,500,101,40.5
50,0.75,barabasi_albert,0.25,5,50,4,1.75
50,0.75,erdos_renyi,0.99,7,1000,51,22.573643410852714
75,0.99,complete,0.1,6,100,4,1.9650527848562067
50,0.75,complete,0.9,6,1000,101,45.63507625272331
90,0.1,barabasi_albert,0.5,10,100,11,3.588235294117647
75,0.25,barabasi_albert,0.99,7,200,4,1.2777777777777777
90,0.75,barabasi_albert,0.1,2,100,11,5.863636363636363
50,0.75,erdos_renyi,0.25,7,200,11,5.276273022751896
50,0.5,complete,0.9,9,100,11,5.019607843137255
50,0.9,erdos_renyi,0.1,9,100,51,24.586016559337626
25,0.75,complete,0.99,6,500,101,39.15555555555556
100,0.5,barabasi_albert,0.1,9,100,11,4.877551020408164
90,0.1,barabasi_albert,0.75,7,50,101,32.88235294117647
90,0.75,erdos_renyi,0.25,2,200,51,25.5881394591072
25,0.1,complete,0.25,9,1000,51,17.8
10,0.99,barabasi_albert,0.9,7,500,51,13.2
90,0.75,erdos_renyi,0.99,6,1000,51,23.684139784946236
10,0.75,complete,0.5,3,50,51,20.12121212121212
100,0.9,barabasi_albert,0.75,3,100,101,39.35795454545455
10,0.25,erdos_renyi,0.9,5,500,101,19.555555555555557
100,0.75,erdos_renyi,0.5,5,1000,11,5.290880085083755
50,0.1,erdos_renyi,0.1,10,1000,101,40.846774193548384
50,0.1,barabasi_albert,0.1,9,200,4,1.3333333333333333
25,0.25,complete,0.9,5,100,501,182.90666666666667
10,0.9,barabasi_albert,0.99,3,1000,11,2.857142857142857
75,0.5,erdos_renyi,0.5,10,100,51,24.23175965665236
10,0.9,barabasi_albert,0.75,4,100,4,1.2142857142857142
100,0.1,complete,0.5,4,500,51,23.08080808080808
10,0.99,complete,0.25,5,200,4,1.6818181818181819
10,0.25,complete,0.5,2,100,501,177.63636363636363
25,0.5,complete,0.5,9,500,101,42.06
50,0.99,erdos_renyi,0.9,5,500,501,226.85185185185185
75,0.9,complete,0.25,8,1000,101,48.75650780937124
10,0.25,complete,0.99,2,1000,101,31.636363636363637
90,0.1,barabasi_albert,0.5,7,500,501,130.0
25,0.75,complete,0.25,9,200,4,1.84
90,0.99,complete,0.25,7,200,101,49.22250252270434
25,0.5,erdos_renyi,0.99,8,200,11,4.534722222222222
50,0.5,complete,0.1,8,500,501,233.80065359477123
100,0.1,erdos_renyi,0.9,10,100,101,45.66475095785441
25,0.9,barabasi_albert,0.9,5,50,4,1.5365853658536586
50,0.75,complete,0.25,2,200,11,5.4226579520697165
75,0.5,complete,0.9,2,500,4,1.893294881038212
50,0.5,barabasi_albert,0.1,7,500,501,171.1875
50,0.9,barabasi_albert,0.25,8,500,11,4.476744186046512
10,0.25,complete,0.99,9,100,51,11.909090909090908
50,0.75,complete,0.75,2,50,501,237.87908496732027
75,0.1,erdos_renyi,0.9,10,200,501,207.93795620437956
90,0.75,barabasi_albert,0.25,2,1000,51,25.59090909090909
90,0.25,complete,0.1,5,500,51,24.00999000999001
25,0.25,erdos_renyi,0.75,3,200,11,4.2125
50,0.25,barabasi_albert,0.75,7,50,51,15.083333333333334
10,0.25,barabasi_albert,0.1,2,100,501,163.25
100,0.9,complete,0.5,7,200,11,5.32053872053872
50,0.5,complete,0.25,9,1000,4,1.9019607843137254
75,0.9,erdos_renyi,0.25,6,50,51,24.717321571772253
10,0.75,barabasi_albert,0.99,8,500,4,1.1666666666666667
25,0.99,erdos_renyi,0.9,10,50,501,223.96989966555185
25,0.1,barabasi_albert,0.1,9,100,11,1.75
10,0.1,barabasi_albert,0.75,2,100,4,2.0
90,0.5,erdos_renyi,0.75,10,50,51,24.19358024691358
90,0.1,erdos_renyi,0.5,6,1000,4,1.8312342569269522
10,0.99,barabasi_albert,0.25,3,100,501,179.33333333333334
75,0.75,barabasi_albert,0.75,6,500,51,19.119266055045873
75,0.9,erdos_renyi,0.99,3,1000,4,1.86793953858393
10,0.5,barabasi_albert,0.99,7,1000,501,112.875
100,0.1,erdos_renyi,0.99,8,50,51,21.91958762886598
10,0.9,erdos_renyi,0.75,7,1000,11,3.8333333333333335
25,0.1,complete,0.75,7,200,51,16.0
75,0.1,complete,0.25,2,100,101,50.31046931407942
50,0.75,barabasi_albert,0.1,4,500,101,41.513888888888886
100,0.9,erdos_renyi,0.75,6,50,51,24.419476486246673
50,0.99,complete,0.75,5,100,501,236.71782178217822
100,0.1,complete,0.99,8,50,501,223.04040404040404
75,0.9,barabasi_albert,0.99,2,200,501,193.31297709923663
90,0.1,erdos_renyi,0.1,5,50,4,1.8992443324937027
10,0.9,barabasi_albert,0.1,8,1000,501,129.57142857142858
75,0.5,barabasi_albert,0.99,3,200,4,1.5890410958904109
75,0.75,complete,0.1,5,100,51,24.871696299855838
75,0.99,complete,0.75,4,200,501,238.3756825627958
90,0.5,erdos_renyi,0.99,7,500,11,5.105315449577745
90,0.99,barabasi_albert,0.9,9,500,501,189.79310344827587
50,0.75,complete,0.75,3,1000,501,230.5751633986928
10,0.1,complete,0.25,4,100,501,56.5
75,0.99,complete,0.99,2,1000,501,235.6359665089188
75,0.99,erdos_renyi,0.75,5,1000,501,234.71308786000728
50,0.1,barabasi_albert,0.75,10,500,51,13.444444444444445
10,0.75,erdos_renyi,0.5,6,100,501,198.91176470588235
90,0.75,erdos_renyi,0.99,3,50,501,234.0063164893617
75,0.75,barabasi_albert,0.99,4,50,11,3.761467889908257
100,0.75,complete,0.25,5,200,501,244.4765625
100,0.5,erdos_renyi,0.75,2,1000,101,47.51305057096248
100,0.25,barabasi_albert,0.25,5,1000,501,192.73469387755102
10,0.25,barabasi_albert,0.25,8,50,101,18.25
10,0.75,erdos_renyi,0.25,3,50,51,21.6
25,0.5,barabasi_albert,0.5,10,50,51,16.91304347826087
90,0.99,barabasi_albert,0.9,8,1000,101,40.52873563218391
50,0.9,erdos_renyi,0.25,7,500,501,238.14003590664274
25,0.99,complete,0.75,4,500,501,209.24579124579125
10,0.25,complete,0.99,10,200,101,20.363636363636363
50,0.25,erdos_renyi,0.75,2,500,11,4.8625
75,0.1,barabasi_albert,0.9,7,500,501,109.92857142857143
90,0.9,barabasi_albert,0.9,5,200,101,37.765822784810126
100,0.9,complete,0.5,4,100,51,24.827609427609428
100,0.25,complete,0.99,8,500,101,46.52546483427648
10,0.99,complete,0.99,2,100,501,193.86363636363637
25,0.5,erdos_renyi,0.9,9,200,4,1.7096774193548387
90,0.75,erdos_renyi,0.99,2,1000,51,23.84976836532098
90,0.1,barabasi_albert,0.99,6,200,101,26.58823529411765
75,0.99,complete,0.75,4,200,501,236.0389515835457
75,0.25,complete,0.25,2,500,501,246.54978354978354
90,0.99,erdos_renyi,0.25,4,200,11,5.372573733299722
75,0.1,erdos_renyi,0.25,5,100,4,1.9103942652329748
90,0.5,erdos_renyi,0.99,6,50,101,46.171270718232044
90,0.75,erdos_renyi,0.5,8,200,501,240.48262164846076
10,0.99,erdos_renyi,0.99,4,100,11,3.6666666666666665
10,0.5,erdos_renyi,0.5,10,100,11,3.0
10,0.99,erdos_renyi,0.75,7,500,4,1.5333333333333334
25,0.99,erdos_renyi,0.1,4,200,51,23.51839464882943
75,0.99,complete,0.1,7,200,4,1.947215143793229
100,0.9,erdos_renyi,0.9,3,50,101,47.29199727952845
10,0.25,barabasi_albert,0.1,5,200,501,68.75
90,0.1,barabasi_albert,0.25,7,50,501,180.64705882352942
10,0.75,complete,0.9,8,200,101,32.75757575757576
50,0.75,erdos_renyi,0.1,7,1000,51,23.892425905598245
50,0.75,erdos_renyi,0.9,9,50,11,5.148305084745763
100,0.99,complete,0.75,7,100,101,49.04714285714286
25,0.75,complete,0.1,3,50,11,5.2
75,0.75,barabasi_albert,0.75,5,200,4,1.6422018348623852
10,0.75,barabasi_albert,0.25,8,200,11,3.5833333333333335
10,0.75,erdos_renyi,0.9,4,1000,11,3.4838709677419355
50,0.75,barabasi_albert,0.9,4,50,4,1.5277777777777777
50,0.1,erdos_renyi,0.9,9,1000,11,4.3515625
10,0.1,complete,0.1,7,500,51,4.25
90,0.99,barabasi_albert,0.25,4,100,101,45.61494252873563
75,0.75,barabasi_albert,0.1,4,50,51,22.743119266055047
75,0.9,barabasi_albert,0.5,10,100,4,1.7786259541984732
75,0.1,complete,0.5,3,50,51,22.050541516245488
100,0.1,erdos_renyi,0.9,3,500,4,1.7445972495088409
10,0.9,erdos_renyi,0.1,8,200,501,192.46341463414635
50,0.99,complete,0.1,9,200,101,48.57343234323432
90,0.5,erdos_renyi,0.5,7,500,101,48.280058651026394
100,0.25,erdos_renyi,0.25,5,100,4,1.94
25,0.99,complete,0.25,10,200,11,4.956228956228956
50,0.9,erdos_renyi,0.1,5,100,501,236.04324324324324
100,0.5,erdos_renyi,0.75,2,500,101,47.177626303127504
25,0.25,barabasi_albert,0.5,5,500,51,13.272727272727273
25,0.9,complete,0.99,2,50,101,45.96296296296296
75,0.1,complete,0.1,9,100,4,1.8953068592057762
25,0.75,barabasi_albert,0.25,6,50,101,42.470588235294116
50,0.9,complete,0.25,10,200,501,238.2431941923775
75,0.1,barabasi_albert,0.1,5,500,501,155.92857142857142
90,0.5,complete,0.5,2,50,501,242.64485514485514
25,0.1,erdos_renyi,0.1,9,200,101,35.592592592592595
25,0.25,erdos_renyi,0.9,6,1000,101,36.19736842105263
90,0.99,complete,0.75,9,50,11,5.362512613521695
90,0.5,complete,0.5,3,50,101,48.17132867132867
50,0.25,barabasi_albert,0.25,7,50,101,33.958333333333336
10,0.5,erdos_renyi,0.5,7,1000,11,3.3703703703703702
90,0.5,complete,0.1,2,1000,101,51.235764235764236
100,0.99,barabasi_albert,0.99,2,200,11,4.314432989690721
25,0.9,barabasi_albert,0.5,3,500,501,185.26829268292684
100,0.1,barabasi_albert,0.5,3,500,4,1.368421052631579
50,0.1,complete,0.75,3,50,11,4.221311475409836
50,0.99,barabasi_albert,0.5,7,100,11,4.494736842105263
10,0.5,complete,0.9,7,500,51,13.181818181818182
90,0.1,barabasi_albert,0.99,2,200,501,126.88235294117646
10,0.1,barabasi_albert,0.25,5,1000,101,8.0
25,0.25,erdos_renyi,0.9,8,50,51,18.13888888888889
75,0.25,complete,0.1,8,1000,501,233.45887445887445
75,0.5,barabasi_albert,0.9,4,500,101,29.36986301369863
75,0.25,complete,0.75,2,50,51,23.034632034632036
25,0.75,erdos_renyi,0.1,3,100,4,1.9537037037037037
25,0.1,erdos_renyi,0.25,10,100,101,40.294117647058826
10,0.9,barabasi_albert,0.75,8,100,11,3.2142857142857144
50,0.5,erdos_renyi,0.25,6,200,501,234.20873786407768
90,0.99,erdos_renyi,0.1,10,200,4,1.9717670783967733
10,0.25,barabasi_albert,0.1,9,100,11,2.25
100,0.9,erdos_renyi,0.1,3,100,51,25.19685039370079
10,0.5,erdos_renyi,0.25,7,1000,4,1.3888888888888888
10,0.99,complete,0.75,5,500,4,1.4772727272727273
90,0.9,barabasi_albert,0.1,8,500,51,22.0
90,0.5,complete,0.75,3,100,101,47.256743256743256
100,0.25,complete,0.9,9,1000,4,1.8698464025869037
25,0.25,erdos_renyi,0.1,2,500,4,1.8533333333333333
10,0.5,complete,0.9,4,200,101,27.0
50,0.1,barabasi_albert,0.9,3,500,4,1.1111111111111112
50,0.25,complete,0.25,6,500,4,1.8169934640522876
100,0.1,erdos_renyi,0.99,9,1000,501,215.013671875
90,0.99,erdos_renyi,0.25,2,50,4,2.0199142929165617
25,0.5,complete,0.9,2,100,4,1.7
100,0.75,complete,0.75,2,100,4,1.9482758620689655
75,0.75,complete,0.1,10,50,11,5.310908217203267
25,0.5,barabasi_albert,0.99,3,50,11,3.652173913043478
100,0.9,barabasi_albert,0.99,7,50,101,37.64204545454545
100,0.9,erdos_renyi,0.1,10,50,501,244.6719385449616
90,0.9,erdos_renyi,0.5,2,1000,11,5.3740266963292544
75,0.1,erdos_renyi,0.9,7,500,101,42.421052631578945
100,0.9,erdos_renyi,0.5,5,1000,101,49.026233183856505
10,0.25,erdos_renyi,0.75,9,100,101,24.0
75,0.99,erdos_renyi,0.25,3,1000,101,48.97309090909091
90,0.75,complete,0.25,5,200,11,5.36963036963037
75,0.25,barabasi_albert,0.75,7,200,51,16.194444444444443
75,0.99,erdos_renyi,0.99,9,1000,501,236.25649469447492
75,0.9,barabasi_albert,0.25,6,1000,101,43.44274809160305
10,0.9,barabasi_albert,0.25,5,100,501,141.42857142857142
10,0.25,complete,0.25,6,1000,51,12.545454545454545
25,0.5,barabasi_albert,0.1,8,1000,101,29.47826086956522
75,0.9,complete,0.1,3,50,11,5.4513416099319185
25,0.75,barabasi_albert,0.5,4,200,4,1.588235294117647
75,0.99,barabasi_albert,0.5,7,200,101,43.236111111111114
25,0.99,erdos_renyi,0.25,8,1000,4,1.8203389830508474
50,0.99,complete,0.75,5,500,4,1.882013201320132
10,0.5,complete,0.1,10,500,501,130.95454545454547
100,0.1,erdos_renyi,0.99,8,50,11,4.735887096774194
75,0.75,barabasi_albert,0.75,4,100,11,4.064220183486238
50,0.25,complete,0.25,8,200,51,23.359477124183005
75,0.1,barabasi_albert,0.75,10,50,501,136.28571428571428
90,0.99,barabasi_albert,0.9,2,500,4,1.6551724137931034
10,0.75,barabasi_albert,0.25,3,500,11,3.25
50,0.1,complete,0.25,5,100,51,21.762295081967213
90,0.1,barabasi_albert,0.99,6,100,51,11.235294117647058
100,0.99,erdos_renyi,0.99,4,200,4,1.901652723933891
10,0.5,complete,0.1,8,100,501,186.8181818181818
25,0.25,erdos_renyi,0.5,3,200,4,1.6666666666666667
100,0.99,complete,0.99,10,50,101,48.92040816326531
50,0.25,erdos_renyi,0.25,5,500,4,1.8566775244299674
50,0.25,barabasi_albert,0.75,6,200,501,121.375
10,0.5,complete,0.99,3,200,501,142.5909090909091
25,0.75,barabasi_albert,0.5,6,1000,11,3.6176470588235294
25,0.25,complete,0.25,10,1000,4,1.7066666666666668
90,0.25,complete,0.1,2,500,501,254.64835164835165
10,0.9,complete,0.75,2,500,51,20.85
75,0.1,erdos_renyi,0.75,8,100,4,1.7905405405405406
75,0.9,barabasi_albert,0.25,5,50,501,223.78625954198472
25,0.1,erdos_renyi,0.75,3,100,101,33.85294117647059
10,0.9,complete,0.1,6,500,101,35.95
100,0.5,complete,0.1,2,100,101,51.576565656565656
75,0.99,complete,0.5,3,500,101,48.37459046232254
25,0.99,complete,0.5,4,200,101,44.98989898989899
90,0.25,erdos_renyi,0.99,6,100,11,4.87776708373436
25,0.1,barabasi_albert,0.9,5,50,4,1.0
10,0.25,complete,0.99,4,50,4,1.3636363636363635
75,0.25,barabasi_albert,0.25,5,1000,51,15.972222222222221
75,0.9,barabasi_albert,0.99,10,50,101,39.30534351145038
50,0.99,barabasi_albert,0.1,3,200,501,219.37894736842105
50,0.1,erdos_renyi,0.25,6,50,4,1.8421052631578947
10,0.75,erdos_renyi,0.25,7,500,101,33.21621621621622
75,0.5,barabasi_albert,0.99,9,50,101,37.43835616438356
90,0.9,complete,0.75,10,500,4,1.934517203107658
50,0.5,barabasi_albert,0.99,3,1000,4,1.3125
75,0.5,erdos_renyi,0.1,5,500,11,5.277166437414031
90,0.25,complete,0.1,6,100,101,48.62137862137862
50,0.1,erdos_renyi,0.9,4,500,51,18.15126050420168
90,0.25,erdos_renyi,0.75,2,100,51,23.914146341463415
90,0.9,complete,0.9,5,50,4,1.9156492785793562
100,0.25,barabasi_albert,0.9,7,500,4,1.3877551020408163
75,0.1,complete,0.1,10,500,51,22.866425992779785
50,0.9,complete,0.25,9,100,11,5.326678765880218
50,0.5,erdos_renyi,0.1,3,50,11,5.255932203389831
10,0.9,barabasi_albert,0.25,5,1000,101,24.785714285714285
10,0.5,complete,0.1,9,200,51,17.09090909090909
90,0.9,barabasi_albert,0.5,2,100,501,229.6772151898734
10,0.75,barabasi_albert,0.75,5,50,501,107.33333333333333
10,0.1,complete,0.99,2,200,4,1.0
25,0.75,erdos_renyi,0.1,6,200,11,4.995744680851064
90,0.99,erdos_renyi,0.1,6,500,501,243.68795758646806
50,0.5,erdos_renyi,0.5,7,500,11,5.047297297297297
75,0.25,barabasi_albert,0.9,3,500,51,14.583333333333334
50,0.1,barabasi_albert,0.5,6,100,11,3.2222222222222223
50,0.5,complete,0.25,9,50,51,24.568627450980394
50,0.9,erdos_renyi,0.5,4,1000,4,1.9095106186518929
75,0.5,erdos_renyi,0.1,3,50,101,49.29819494584837
100,0.75,complete,0.9,5,500,11,5.164870689655173
10,0.1,complete,0.9,9,100,501,49.0
100,0.99,erdos_renyi,0.25,3,50,101,50.06514657980456
25,0.1,complete,0.9,9,50,101,33.43333333333333
50,0.75,complete,0.99,7,200,11,4.892156862745098
100,0.99,complete,0.25,2,50,4,2.006938775510204
100,0.99,complete,0.1,10,200,51,24.790816326530614
100,0.99,barabasi_albert,0.99,4,100,501,174.52061855670104
100,0.25,barabasi_albert,0.25,2,50,11,5.122448979591836
90,0.25,barabasi_albert,0.25,5,1000,4,1.6363636363636365
100,0.75,barabasi_albert,0.5,10,1000,51,21.217687074829932
50,0.25,complete,0.25,6,1000,101,44.709150326797385
50,0.5,barabasi_albert,0.75,3,50,501,162.25
100,0.25,barabasi_albert,0.75,6,200,4,1.469387755102041
10,0.99,complete,0.1,6,100,501,199.61363636363637
90,0.5,erdos_renyi,0.1,7,1000,11,5.308142369575816
75,0.75,erdos_renyi,0.5,2,100,4,1.9606635071090048
75,0.25,erdos_renyi,0.9,9,200,51,23.03463855421687
75,0.1,complete,0.75,7,50,501,222.8880866425993
75,0.9,complete,0.1,10,200,4,1.9555466559871846
100,0.75,erdos_renyi,0.5,3,1000,101,48.80730717185386
25,0.75,complete,0.75,6,200,501,213.45777777777778
50,0.25,complete,0.5,9,500,4,1.8169934640522876
10,0.25,erdos_renyi,0.9,7,200,51,10.941176470588236
75,0.99,barabasi_albert,0.1,4,100,101,47.291666666666664
10,0.99,complete,0.9,2,500,4,1.5
100,0.25,erdos_renyi,0.99,6,1000,101,44.849436392914654
25,0.9,barabasi_albert,0.99,10,100,501,163.9268292682927
25,0.5,complete,0.9,4,100,101,40.2
25,0.99,erdos_renyi,0.9,3,1000,51,21.385135135135137
90,0.25,erdos_renyi,0.5,4,100,11,5.1650390625
90,0.5,complete,0.1,2,100,501,256.56443556443554
10,0.25,complete,0.75,2,100,4,1.4545454545454546
100,0.99,erdos_renyi,0.9,2,50,51,24.446687054026505
10,0.99,complete,0.5,2,1000,4,1.7272727272727273
10,0.9,complete,0.9,6,100,4,1.575
50,0.9,barabasi_albert,0.1,7,500,51,21.325581395348838
75,0.25,complete,0.9,6,100,4,1.7907647907647908
100,0.75,barabasi_albert,0.1,10,100,4,1.7687074829931972
10,0.99,barabasi_albert,0.5,2,500,51,18.6
75,0.1,erdos_renyi,0.25,6,1000,501,225.63306451612902
90,0.75,barabasi_albert,0.75,8,50,501,211.53787878787878
100,0.1,erdos_renyi,0.5,10,100,4,1.8866396761133604
10,0.25,complete,0.25,8,500,51,14.909090909090908
75,0.99,complete,0.99,6,1000,51,23.553330906443392
50,0.9,barabasi_albert,0.99,3,200,101,36.13953488372093
75,0.99,erdos_renyi,0.5,4,100,101,48.93820428934933
25,0.5,complete,0.25,9,500,11,4.74
100,0.75,barabasi_albert,0.9,7,200,11,4.244897959183674
50,0.1,barabasi_albert,0.5,4,200,51,12.777777777777779
90,0.1,barabasi_albert,0.99,4,1000,4,1.0588235294117647
100,0.1,complete,0.99,10,500,501,214.26868686868687
25,0.75,erdos_renyi,0.75,10,50,101,44.76651982378855
10,0.5,erdos_renyi,0.25,4,100,501,180.72222222222223
10,0.9,barabasi_albert,0.1,7,500,51,15.928571428571429
25,0.1,erdos_renyi,0.5,8,50,51,16.75
10,0.25,erdos_renyi,0.99,5,500,101,26.533333333333335
100,0.9,erdos_renyi,0.5,4,500,101,49.27876604368385
50,0.99,barabasi_albert,0.25,6,100,51,21.94736842105263
10,0.5,complete,0.5,6,1000,101,30.954545454545453
25,0.99,barabasi_albert,0.1,2,200,4,2.0444444444444443
75,0.25,complete,0.99,8,50,101,45.073593073593074
10,0.5,erdos_renyi,0.25,6,500,11,3.56
25,0.25,complete,0.1,9,500,11,4.56
10,0.9,complete,0.1,8,100,51,19.6
25,0.9,complete,0.25,5,500,51,22.362962962962964
25,0.99,erdos_renyi,0.1,10,200,4,1.8664383561643836
25,0.1,barabasi_albert,0.25,8,1000,101,6.5
25,0.1,complete,0.99,5,200,101,27.466666666666665
25,0.25,erdos_renyi,0.9,4,50,11,4.287878787878788
10,0.1,complete,0.75,5,1000,501,57.25
10,0.99,erdos_renyi,0.25,3,100,101,43.90909090909091
90,0.25,erdos_renyi,0.5,9,200,51,23.706477732793523
25,0.9,complete,0.1,4,500,501,221.55185185185186
50,0.1,erdos_renyi,0.25,9,200,101,43.252252252252255
90,0.99,erdos_renyi,0.75,3,1000,4,1.932173474533535
25,0.25,barabasi_albert,0.99,2,1000,4,1.4545454545454546
25,0.1,complete,0.9,7,500,4,1.2
100,0.99,barabasi_albert,0.1,9,500,101,45.20618556701031
90,0.9,erdos_renyi,0.1,6,100,501,244.45810210876803
